ntaxa,rep,ils,ngt,m,avg_gtee,norm_output_error,output_hwcd
200,1,high,3000,10,0.518829966329964,0.16597510373443983,80.0
200,19,high,100,10,0.5309090909090913,0.14485981308411214,62.0
100,5,low,3000,10,0.03149999999999949,0.0196078431372549,4.0
200,19,high,100,20,0.5364141414141417,0.5327102803738317,228.0
100,1,high,3000,20,0.5347959183673502,0.19166666666666668,46.0
100,4,high,3000,20,0.502965986394558,0.10185185185185185,22.0
200,4,low,3000,10,0.03698484848484937,0.03879310344827586,18.0
200,5,low,3000,10,0.03573737373737458,0.00975609756097561,4.0
200,5,low,3000,20,0.035929292929293775,0.01951219512195122,8.0
200,4,low,3000,20,0.03747306397306487,0.021551724137931036,10.0
50,10,low,3000,10,0.03585416666666649,0.06896551724137931,8.0
200,2,high,3000,10,0.5371531986531953,0.1572052401746725,72.0
100,5,high,3000,10,0.385425170068036,0.0196078431372549,4.0
50,10,high,3000,10,0.33915277777777786,0.1724137931034483,20.0
100,2,low,3000,10,0.032717687074829395,0.10569105691056911,26.0
50,10,high,3000,20,0.3373680555555561,0.08620689655172414,10.0
100,7,low,3000,10,0.03539795918367301,0.0,0.0
100,7,high,3000,10,0.37692857142858105,0.0196078431372549,4.0
50,9,high,3000,20,0.48248611111111117,0.06896551724137931,8.0
200,5,high,3000,10,0.42339393939394177,0.024390243902439025,10.0
200,2,high,3000,10,0.5371531986531953,0.1572052401746725,72.0
200,9,low,100,20,0.0411111111111111,0.0,0.0
200,3,high,3000,10,0.4503670033670066,0.10176991150442478,46.0
100,7,high,3000,20,0.37836394557824193,0.00980392156862745,2.0
200,8,low,100,20,0.03696969696969696,0.009615384615384616,4.0
100,6,high,3000,20,0.3988265306122508,0.07894736842105263,18.0
200,5,high,3000,20,0.4244461279461313,0.01951219512195122,8.0
200,8,high,100,20,0.6146969696969699,0.1875,78.0
200,3,low,3000,10,0.03642255892255979,0.0752212389380531,34.0
200,1,low,3000,20,0.037794612794613686,0.08298755186721991,40.0
100,6,high,3000,10,0.39843877551021084,0.11403508771929824,26.0
200,3,high,3000,20,0.4502895622895657,0.084070796460177,38.0
200,4,high,3000,20,0.6401144781144757,0.19827586206896552,92.0
200,4,high,3000,10,0.6384983164983136,0.11206896551724138,52.0
200,2,high,3000,20,0.5373956228956203,0.18340611353711792,84.0
200,2,low,3000,10,0.034117845117845935,0.10480349344978165,48.0
200,1,high,3000,20,0.5194612794612775,0.16182572614107885,78.0
100,8,low,3000,10,0.03408843537414912,0.02702702702702703,6.0
200,7,low,3000,10,0.03912626262626356,0.08294930875576037,36.0
100,7,low,3000,20,0.03476530612244847,0.00980392156862745,2.0
200,8,high,1000,20,0.6127929292929273,0.0625,26.0
100,8,high,3000,20,0.5113741496598636,0.10810810810810811,24.0
200,6,low,1000,10,0.03481313131313184,0.07423580786026202,34.0
200,2,low,1000,20,0.03414646464646514,0.004366812227074236,2.0
100,8,high,3000,10,0.5128163265306129,0.09009009009009009,20.0
100,3,low,3000,10,0.03617006802721039,0.009523809523809525,2.0
100,6,low,3000,10,0.0390374149659859,0.06140350877192982,14.0
200,7,low,1000,10,0.039277777777778355,0.07373271889400922,32.0
100,8,low,3000,20,0.034244897959183195,0.018018018018018018,4.0
50,6,low,3000,20,0.030638888888888844,0.0,0.0
200,8,low,1000,20,0.03579797979798032,0.004807692307692308,2.0
100,6,low,3000,20,0.038465986394557374,0.017543859649122806,4.0
200,8,high,1000,10,0.6134090909090881,0.052884615384615384,22.0
200,7,high,100,20,0.6746969696969694,0.2534562211981567,110.0
200,8,low,3000,20,0.03599158249158335,0.009615384615384616,4.0
200,7,high,1000,10,0.6617878787878757,0.1152073732718894,50.0
200,7,high,3000,10,0.6608771043771027,0.09216589861751152,40.0
200,8,low,3000,10,0.03545959595959681,0.014423076923076924,6.0
200,8,high,100,10,0.6171717171717171,0.1875,78.0
200,8,low,100,10,0.035707070707070694,0.02403846153846154,10.0
200,6,high,3000,10,0.6346582491582471,0.13537117903930132,62.0
200,6,high,1000,20,0.6347424242424209,0.18340611353711792,84.0
200,7,high,1000,20,0.6653636363636353,0.08294930875576037,36.0
200,6,low,3000,20,0.03446632996633078,0.05240174672489083,24.0
200,6,high,1000,10,0.6338989898989876,0.14410480349344978,66.0
200,6,low,100,20,0.037676767676767656,0.056768558951965066,26.0
200,6,high,100,20,0.6288888888888887,0.27074235807860264,124.0
200,6,high,3000,20,0.6346750841750817,0.13973799126637554,64.0
200,6,low,1000,20,0.03456565656565706,0.048034934497816595,22.0
200,3,low,3000,20,0.036479797979798854,0.01327433628318584,6.0
200,8,high,3000,20,0.6149326599326571,0.038461538461538464,16.0
200,1,low,3000,10,0.03770875420875511,0.06224066390041494,30.0
200,8,high,3000,10,0.6133973063973027,0.03365384615384615,14.0
200,6,low,100,10,0.031818181818181794,0.06550218340611354,30.0
200,6,high,100,10,0.6308080808080808,0.36681222707423583,168.0
50,9,low,3000,20,0.034451388888888684,0.05172413793103448,6.0
50,11,low,3000,10,0.0326388888888887,0.0,0.0
50,11,low,3000,20,0.03226388888888875,0.0,0.0
50,11,high,3000,10,0.27955555555555534,0.0,0.0
50,12,low,3000,10,0.03374305555555543,0.034482758620689655,4.0
50,12,low,3000,20,0.03435416666666659,0.25862068965517243,30.0
50,12,high,3000,10,0.35818055555555584,0.22413793103448276,26.0
50,12,high,3000,20,0.35633333333333245,0.2413793103448276,28.0
50,13,low,3000,20,0.035736111111111045,0.0,0.0
50,13,high,3000,20,0.3329583333333335,0.15384615384615385,16.0
50,14,low,3000,10,0.03681249999999995,0.01818181818181818,2.0
50,14,high,3000,10,0.34920138888888813,0.07272727272727272,8.0
50,14,high,3000,20,0.3458194444444449,0.01818181818181818,2.0
50,15,low,3000,10,0.040777777777777656,0.16393442622950818,20.0
50,15,low,3000,20,0.039819444444444414,0.11475409836065574,14.0
50,15,high,3000,10,0.3523402777777776,0.4426229508196721,54.0
50,15,high,3000,20,0.35129166666666684,0.22950819672131148,28.0
100,9,low,3000,10,0.03558163265306064,0.029411764705882353,6.0
100,9,low,3000,20,0.03630612244897914,0.0196078431372549,4.0
100,9,high,3000,10,0.4744931972789108,0.11764705882352941,24.0
100,9,high,3000,20,0.4729795918367325,0.049019607843137254,10.0
100,10,low,3000,10,0.03205782312925109,0.037037037037037035,8.0
100,10,low,3000,20,0.03203401360544177,0.0,0.0
100,10,high,3000,10,0.4000238095238157,0.14814814814814814,32.0
100,10,high,3000,20,0.3990408163265374,0.2037037037037037,44.0
100,11,high,3000,10,0.431986394557825,0.2543859649122807,58.0
100,12,low,3000,10,0.03707142857142804,0.2982456140350877,68.0
100,12,low,3000,20,0.03823469387755058,0.008771929824561403,2.0
100,12,high,3000,10,0.3925782312925244,0.5526315789473685,126.0
200,11,low,1000,10,0.03421717171717222,0.07692307692307693,32.0
100,13,low,3000,20,0.03183673469387703,0.0,0.0
100,13,high,3000,10,0.5553061224489834,0.049019607843137254,10.0
100,13,high,3000,20,0.5542653061224541,0.06862745098039216,14.0
100,15,low,3000,10,0.031520408163264756,0.0761904761904762,16.0
200,7,low,1000,20,0.03892424242424301,0.0,0.0
200,7,low,3000,20,0.03909090909091003,0.009216589861751152,4.0
200,7,high,3000,20,0.6598080808080764,0.11981566820276497,52.0
200,8,low,1000,10,0.036121212121212665,0.03365384615384615,14.0
200,9,low,1000,10,0.03734343434343489,0.07211538461538461,30.0
200,9,low,1000,20,0.03692929292929349,0.0,0.0
200,9,low,3000,10,0.03656734006734094,0.1201923076923077,50.0
200,9,low,3000,20,0.03656060606060693,0.03365384615384615,14.0
200,9,high,1000,10,0.40659595959596245,0.08653846153846154,36.0
200,9,high,1000,20,0.4067575757575783,0.11057692307692307,46.0
200,9,high,3000,20,0.40715319865320215,0.16826923076923078,70.0
200,10,low,1000,10,0.03381313131313182,0.02926829268292683,12.0
200,10,low,1000,20,0.03394949494949543,0.014634146341463415,6.0
200,10,low,3000,10,0.033742424242425045,0.02926829268292683,12.0
200,10,high,100,10,0.5882323232323237,0.3951219512195122,162.0
200,11,low,1000,20,0.035707070707071235,0.052884615384615384,22.0
200,10,high,1000,10,0.5956161616161588,0.06341463414634146,26.0
100,14,high,3000,20,0.3554217687074957,0.0990990990990991,22.0
200,10,high,1000,20,0.5967676767676745,0.13658536585365855,56.0
200,10,high,3000,10,0.5975656565656534,0.04390243902439024,18.0
200,11,low,3000,10,0.03502020202020286,0.009615384615384616,4.0
200,10,high,3000,20,0.5960117845117814,0.07317073170731707,30.0
200,11,low,100,10,0.03353535353535353,0.038461538461538464,16.0
200,11,high,100,10,0.7435353535353538,0.5528846153846154,230.0
200,11,high,100,20,0.7396969696969693,0.46153846153846156,192.0
200,12,high,100,10,0.48090909090909056,0.2890995260663507,122.0
200,13,low,100,10,0.04085858585858586,0.11818181818181818,52.0
200,13,high,100,10,0.4516666666666664,0.40454545454545454,178.0
200,15,high,100,20,0.6392929292929291,0.4519230769230769,188.0
200,11,high,1000,10,0.7414141414141411,0.12980769230769232,54.0
50,13,low,3000,10,0.03593749999999988,0.0,0.0
100,11,low,3000,10,0.03814625850340096,0.14035087719298245,32.0
200,10,low,3000,20,0.03380471380471461,0.0,0.0
100,14,high,3000,10,0.3540986394557955,0.16216216216216217,36.0
100,14,low,3000,20,0.033884353741496016,0.0,0.0
200,11,high,1000,20,0.7390606060606052,0.22115384615384615,92.0
100,15,high,3000,10,0.5859557823129303,0.0761904761904762,16.0
100,11,high,3000,20,0.4333367346938791,0.2719298245614035,62.0
200,12,low,1000,10,0.03374242424242475,0.061611374407582936,26.0
200,12,high,100,20,0.4825757575757574,0.2938388625592417,124.0
200,11,low,3000,20,0.035587542087542924,0.03365384615384615,14.0
200,11,high,3000,10,0.7396346801346796,0.11538461538461539,48.0
200,13,low,1000,10,0.03903535353535411,0.09090909090909091,40.0
100,11,low,3000,20,0.03835034013605399,0.017543859649122806,4.0
100,15,low,3000,20,0.03213265306122395,0.0,0.0
200,11,high,3000,20,0.7413451178451176,0.11538461538461539,48.0
200,6,low,3000,10,0.035316498316499155,0.1091703056768559,50.0
200,13,high,100,20,0.4589898989898987,0.4954545454545455,218.0
100,12,high,3000,20,0.3963435374149731,0.3333333333333333,76.0
200,13,low,1000,20,0.03934343434343492,0.03636363636363636,16.0
200,13,low,3000,10,0.03931818181818276,0.09545454545454546,42.0
200,12,high,3000,20,0.4826077441077457,0.08530805687203792,36.0
200,13,low,3000,20,0.0391649831649841,0.013636363636363636,6.0
200,12,high,1000,20,0.48417171717171836,0.22274881516587677,94.0
200,14,low,1000,10,0.03600505050505104,0.04035874439461883,18.0
100,14,low,3000,10,0.03362244897959129,0.04504504504504504,10.0
200,13,high,1000,10,0.4537525252525276,0.20454545454545456,90.0
200,13,high,3000,10,0.45462121212121503,0.10454545454545454,46.0
200,14,high,100,10,0.45914141414141363,0.7668161434977578,342.0
200,15,high,100,10,0.6392424242424243,0.47596153846153844,198.0
200,13,high,1000,20,0.4561313131313159,0.08636363636363636,38.0
50,14,low,3000,20,0.035999999999999935,0.01818181818181818,2.0
200,15,high,1000,10,0.6427929292929279,0.1971153846153846,82.0
200,15,high,3000,10,0.6407592592592563,0.21634615384615385,90.0
200,14,high,100,20,0.4660101010101006,0.31390134529147984,140.0
100,12,high,100,10,0.39795918367346916,0.42105263157894735,96.0
200,14,low,100,20,0.035808080808080796,0.08968609865470852,40.0
200,15,high,3000,20,0.6394882154882123,0.18269230769230768,76.0
200,13,high,3000,20,0.4541212121212148,0.18636363636363637,82.0
200,14,low,100,10,0.03479797979797979,0.13901345291479822,62.0
200,15,low,100,10,0.0379292929292929,0.07211538461538461,30.0
100,13,low,3000,10,0.031098639455781823,0.0,0.0
200,15,low,3000,20,0.038639730639731557,0.04326923076923077,18.0
200,12,low,3000,10,0.033814814814815616,0.052132701421800945,22.0
200,12,low,1000,20,0.03403535353535403,0.061611374407582936,26.0
200,9,high,3000,10,0.4051632996633038,0.0625,26.0
200,14,low,3000,10,0.035658249158250006,0.07174887892376682,32.0
200,12,low,3000,20,0.034018518518519315,0.023696682464454975,10.0
100,15,high,3000,20,0.5889455782312997,0.13333333333333333,28.0
200,14,high,1000,20,0.46621212121212324,0.273542600896861,122.0
200,14,high,1000,20,0.46621212121212324,0.273542600896861,122.0
200,14,low,1000,20,0.03578282828282881,0.08520179372197309,38.0
200,12,high,3000,10,0.48277441077441163,0.09004739336492891,38.0
200,14,high,1000,10,0.46445454545454756,0.242152466367713,108.0
200,13,low,100,20,0.03848484848484848,0.05,22.0
200,14,high,3000,10,0.46594949494949794,0.2062780269058296,92.0
200,15,low,3000,10,0.03848484848484939,0.11057692307692307,46.0
200,15,high,1000,20,0.6416565656565631,0.20673076923076922,86.0
200,15,low,1000,20,0.038944444444445024,0.0,0.0
200,14,high,3000,20,0.4663922558922583,0.17488789237668162,78.0
50,21,low,100,20,0.03854166666666668,0.038461538461538464,4.0
50,22,low,100,10,0.03708333333333333,0.01818181818181818,2.0
50,23,low,100,20,0.05791666666666667,0.0,0.0
50,21,low,1000,20,0.03975,0.0,0.0
100,16,low,3000,10,0.0361258503401355,0.18518518518518517,40.0
50,21,high,1000,20,0.32627083333333357,0.0,0.0
100,17,high,3000,10,0.35308843537416346,0.05714285714285714,12.0
100,16,low,3000,20,0.036537414965985934,0.0,0.0
50,24,high,100,10,0.44604166666666667,0.4230769230769231,44.0
50,24,low,1000,20,0.03552083333333335,0.0,0.0
50,23,high,1000,10,0.28704166666666686,0.15384615384615385,16.0
50,22,low,1000,10,0.036187500000000025,0.0,0.0
100,16,high,3000,10,0.37452380952381964,0.17592592592592593,38.0
100,19,low,3000,10,0.03520068027210829,0.047619047619047616,10.0
200,16,low,100,10,0.03085858585858585,0.05069124423963134,22.0
50,25,low,100,20,0.03354166666666667,0.06896551724137931,8.0
50,25,high,100,10,0.34854166666666664,0.5517241379310345,64.0
50,21,low,100,10,0.03854166666666667,0.0,0.0
50,21,high,100,10,0.33229166666666665,0.11538461538461539,12.0
200,16,low,1000,10,0.03183333333333376,0.03686635944700461,16.0
50,21,high,100,20,0.32354166666666656,0.6346153846153846,66.0
50,23,high,100,10,0.2764583333333333,0.46153846153846156,48.0
50,23,low,100,10,0.04958333333333333,0.0,0.0
50,25,high,1000,10,0.3501458333333333,0.13793103448275862,16.0
200,17,low,100,10,0.03863636363636362,0.0625,26.0
50,23,high,100,20,0.2999999999999999,0.5192307692307693,54.0
