ntaxa,rep,ils,ngt,m,snaq_runtime_sum,snaq_runtime_serial,inphynet_runtime,nretic_true,nretic_est,rooted_major_hwcd,unrooted_major_hwcd,rooted_hwcd,unrooted_hwcd,rooted_min_greedy_hwcd,unrooted_min_greedy_hwcd,sum_constraint_hwcd,sum_constraint_retics,perfect_infer_unrooted_hwcd,min_unrooted_nj_hwcd,n_constraints,approx_norm_hwcd,min_greedy_approx_norm_hwcd,approx_norm_input_hwcd,approx_norm_nj_hwcd
50,12,low,100,10,10145.391777515411,1088.0333387851715,11.201294295,3,3,0,0,20,14,20,14,8,3,6,0,5,0.1206896551724138,0.1206896551724138,0.08888888888888889,0.0
50,16,high,1000,10,4620.82462644577,149.182865858078,10.564282381,1,1,0,0,6,4,6,4,2,1,2,0,6,0.038461538461538464,0.038461538461538464,0.027777777777777776,0.0
50,18,low,1000,10,7336.079897642136,661.3610138893127,12.543887058,1,1,0,0,0,0,0,0,0,1,0,2,7,0.0,0.0,0.020833333333333332,0.020833333333333332
50,5,high,1000,20,22429.438496112823,2581.4044799804688,15.210854313,1,0,0,0,2,2,0,0,0,0,2,0,4,0.019230769230769232,0.0,0.0,0.0
50,19,low,1000,10,5931.7252151966095,415.7381479740143,10.252252057,3,3,0,0,8,4,8,4,4,3,0,0,6,0.034482758620689655,0.034482758620689655,0.047619047619047616,0.0
50,11,high,1000,10,18931.103757619858,1596.915344953537,12.292503882,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0
50,19,high,100,10,4009.636667251587,103.57588911056519,11.494615732,3,1,2,2,20,12,6,6,4,1,12,6,7,0.10344827586206896,0.05172413793103448,0.12310606060606061,0.0625
50,19,low,100,10,5135.585389137268,288.7081050872803,10.380817473,3,3,0,0,4,4,4,4,4,3,0,2,6,0.034482758620689655,0.034482758620689655,0.06845238095238095,0.020833333333333332
50,14,low,1000,10,7168.395001173019,401.99874806404114,11.867089273,2,4,2,2,18,10,14,6,2,4,8,2,6,0.09090909090909091,0.05454545454545454,0.043055555555555555,0.020833333333333332
50,20,low,1000,10,4966.54988193512,179.05735301971436,10.665195817,2,3,0,0,10,6,4,2,2,3,4,0,7,0.05454545454545454,0.01818181818181818,0.02564102564102564,0.0
50,17,high,100,10,4676.710748195648,167.81059288978577,17.833151994,1,1,12,12,24,24,34,24,14,1,6,10,7,0.23076923076923078,0.23076923076923078,0.3162878787878788,0.10416666666666667
50,16,high,100,10,4697.822978258133,160.54168796539307,11.934018328,1,2,6,6,24,14,16,10,8,2,8,8,6,0.1346153846153846,0.09615384615384616,0.1858974358974359,0.08333333333333333
50,20,high,1000,10,6865.201409101486,364.2816209793091,14.268204092,2,2,0,0,10,6,10,6,2,2,4,0,6,0.05454545454545454,0.05454545454545454,0.02564102564102564,0.0
50,20,high,100,10,4474.18979883194,139.05759811401367,11.789997864,2,3,12,12,26,22,24,20,16,3,10,6,7,0.2,0.18181818181818182,0.2676282051282051,0.0625
50,6,high,1000,20,25122.724615097046,2666.689721107483,14.301243408,1,3,0,0,16,8,6,2,6,3,4,0,4,0.07692307692307693,0.019230769230769232,0.0625,0.0
50,18,high,100,10,5963.086212396622,386.19236397743225,10.344301859,1,1,12,12,18,14,18,14,6,1,8,12,6,0.1346153846153846,0.1346153846153846,0.20833333333333331,0.125
50,14,high,1000,10,18805.24361181259,1439.3313410282135,10.041711972,2,4,0,0,12,10,8,6,2,4,6,0,5,0.09090909090909091,0.05454545454545454,0.020833333333333332,0.0
50,18,high,1000,10,7914.216276884079,790.9727210998535,11.786824179,1,1,2,2,16,10,16,10,4,1,6,2,6,0.09615384615384616,0.09615384615384616,0.07638888888888888,0.020833333333333332
50,14,high,1000,20,29282.86460185051,1990.3435068130493,10.039067109,2,4,0,0,8,8,4,4,4,4,4,0,4,0.07272727272727272,0.03636363636363636,0.0392156862745098,0.0
100,3,high,3000,10,11586.350831508636,973.9107441902161,10.371365112,2,1,0,0,6,4,4,2,0,1,4,0,12,0.01904761904761905,0.009523809523809525,0.0,0.0
50,15,high,1000,10,20563.069234132767,3395.9868178367615,9.970893381,4,3,2,2,30,24,22,16,12,3,16,2,5,0.19672131147540983,0.13114754098360656,0.15416666666666667,0.020833333333333332
50,12,low,1000,10,26212.73259997368,4589.490172863007,9.98373086,3,3,0,0,0,0,0,0,0,4,0,0,5,0.0,0.0,0.0,0.0
50,15,high,1000,20,178263.27268362045,25598.699549913406,10.337918013,4,3,0,0,26,18,18,10,4,3,20,0,4,0.14754098360655737,0.08196721311475409,0.041666666666666664,0.0
50,1,low,100,10,5891.338255643845,367.4767961502075,15.728445675,2,2,0,0,0,0,0,0,0,3,0,0,6,0.0,0.0,0.0,0.0
50,1,low,100,20,178670.47641730309,29820.29302406311,16.059252659,2,3,0,0,4,4,2,2,4,3,2,0,4,0.03636363636363636,0.01818181818181818,0.041666666666666664,0.0
50,17,low,1000,10,4541.9207990169525,158.45172095298767,15.06893988,1,1,0,0,0,0,0,0,0,1,0,0,7,0.0,0.0,0.0,0.0
100,15,high,100,10,10640.253051519394,411.4962830543518,10.660817652,2,0,28,28,40,34,28,28,12,0,28,32,11,0.1619047619047619,0.13333333333333333,0.251500600240096,0.16326530612244897
100,20,high,100,10,7844.13574552536,142.8826940059662,14.88824596,4,3,28,28,48,48,44,40,22,3,24,10,15,0.21621621621621623,0.18018018018018017,0.22025117739403455,0.05102040816326531
100,15,low,100,10,9339.244373559952,199.11085987091064,15.428074264,2,2,4,4,6,4,6,4,0,2,4,4,12,0.01904761904761905,0.01904761904761905,0.02040816326530612,0.02040816326530612
100,13,low,100,10,11246.133490562439,409.3895888328552,20.427703564,1,1,0,0,2,2,2,2,2,1,0,0,11,0.00980392156862745,0.00980392156862745,0.014084507042253521,0.0
100,17,low,100,10,10070.221162557602,202.43241596221924,15.50624968,2,3,0,0,8,4,6,2,0,3,4,0,12,0.01904761904761905,0.009523809523809525,0.0,0.0
100,16,low,100,10,9547.44640827179,260.29280495643616,22.035737021,3,4,0,0,24,16,22,14,0,4,16,0,13,0.07407407407407407,0.06481481481481481,0.0,0.0
100,18,high,100,10,9118.94631433487,242.09427905082703,12.411013993,5,4,16,16,48,48,40,40,20,4,28,10,13,0.21052631578947367,0.17543859649122806,0.18615554329840045,0.05102040816326531
100,13,low,1000,10,10825.415231466293,207.4469611644745,16.486550054,1,1,0,0,0,0,0,0,0,1,0,0,11,0.0,0.0,0.0,0.0
100,4,low,100,10,9281.97607421875,156.44387698173523,17.769096155,3,4,2,2,12,8,10,6,0,4,8,4,13,0.037037037037037035,0.027777777777777776,0.02040816326530612,0.02040816326530612
100,19,high,100,10,11044.324310064316,633.8757438659668,21.532349556,2,2,24,24,26,26,26,26,12,2,12,18,12,0.12380952380952381,0.12380952380952381,0.17634377694739867,0.09183673469387756
100,3,low,100,10,10118.76191854477,307.83481192588806,15.05585906,2,2,0,0,6,6,6,6,4,2,2,0,12,0.02857142857142857,0.02857142857142857,0.028169014084507043,0.0
100,19,low,1000,10,11729.26654458046,343.03466415405273,15.213271849,2,3,0,0,14,8,12,6,0,3,8,0,11,0.0380952380952381,0.02857142857142857,0.0,0.0
100,1,high,100,10,15804.709110975266,717.9642498493195,12.193691173,7,9,30,30,106,102,94,84,60,9,48,24,12,0.425,0.35,0.4485359361135759,0.12244897959183673
100,14,low,1000,10,10118.030864715576,367.32879114151,14.043029617,4,4,0,0,8,4,8,4,0,4,4,2,14,0.018018018018018018,0.018018018018018018,0.01020408163265306,0.01020408163265306
100,2,low,1000,10,15496.77912402153,613.8813209533691,11.252248859,8,11,4,4,38,34,30,24,10,11,22,14,13,0.13821138211382114,0.0975609756097561,0.12406015037593984,0.07142857142857142
100,4,high,100,10,11956.552372455597,431.6744511127472,20.863984685,3,4,36,36,52,50,50,46,22,4,30,26,12,0.23148148148148148,0.21296296296296297,0.2755102040816326,0.1326530612244898
100,16,low,1000,10,10001.683570861816,182.63056302070618,12.43367092,3,3,6,6,14,12,14,12,0,3,10,8,12,0.05555555555555555,0.05555555555555555,0.04081632653061224,0.04081632653061224
100,18,low,100,10,12559.50001692772,987.0724041461945,12.787522205,5,5,16,16,38,30,38,30,12,5,8,4,12,0.13157894736842105,0.13157894736842105,0.09540816326530611,0.02040816326530612
100,3,low,1000,10,14985.077180862427,1008.0084991455078,14.718694422,2,2,0,0,4,4,4,4,4,2,0,0,11,0.01904761904761905,0.01904761904761905,0.02702702702702703,0.0
100,11,low,100,10,15428.189913034439,1635.3162109851837,15.105913081,5,9,8,8,32,24,18,16,14,9,20,4,13,0.10526315789473684,0.07017543859649122,0.09905984865856454,0.02040816326530612
100,18,low,1000,10,12423.911072969437,510.69967794418335,12.82475431,5,7,14,14,36,28,22,18,10,7,14,4,12,0.12280701754385964,0.07894736842105263,0.07854769814902705,0.02040816326530612
50,8,high,3000,20,13818.072522878647,917.5524139404297,12.646335036,3,2,2,2,20,10,18,8,2,2,10,2,5,0.08620689655172414,0.06896551724137931,0.04464285714285714,0.020833333333333332
100,15,low,1000,10,10442.609811067581,229.74650692939758,14.438828877,2,2,4,4,6,4,6,4,0,2,4,4,12,0.01904761904761905,0.01904761904761905,0.02040816326530612,0.02040816326530612
100,2,high,1000,10,22620.718236207962,765.3019950389862,13.178673982,8,10,10,10,74,60,62,52,30,10,36,6,11,0.24390243902439024,0.21138211382113822,0.1836734693877551,0.030612244897959183
100,13,high,1000,10,8382.273094177246,108.34013485908508,16.021311453,1,1,0,0,10,6,10,6,4,1,4,0,14,0.029411764705882353,0.029411764705882353,0.03225806451612903,0.0
100,12,low,1000,10,14953.538429498672,796.9229009151459,12.334112294,5,6,6,6,42,32,28,18,4,6,22,4,12,0.14035087719298245,0.07894736842105263,0.0445045488074748,0.02040816326530612
100,10,low,1000,10,11144.608627319336,194.52006483078003,12.32510902,3,3,2,2,4,4,4,4,0,3,4,2,12,0.018518518518518517,0.018518518518518517,0.01020408163265306,0.01020408163265306
100,12,low,100,10,15495.99751496315,1456.5640580654144,19.635370401,5,6,6,6,28,18,26,16,10,6,16,4,11,0.07894736842105263,0.07017543859649122,0.07854769814902705,0.02040816326530612
100,19,high,1000,10,10198.762286186218,473.7176399230957,12.664938846,2,2,4,4,18,12,18,12,6,2,8,0,13,0.05714285714285714,0.05714285714285714,0.04411764705882353,0.0
100,13,high,100,10,15512.492972612381,1885.916260957718,12.896326946,1,1,36,36,48,44,48,44,18,1,12,18,12,0.21568627450980393,0.21568627450980393,0.22418967587034816,0.09183673469387756
100,18,high,1000,10,11032.794819355011,385.8113160133362,11.529954889,5,3,0,0,26,18,14,10,8,3,10,0,13,0.07894736842105263,0.043859649122807015,0.056338028169014086,0.0
100,3,high,1000,10,11018.472983837128,451.95183396339417,12.56234049,2,1,4,4,10,8,8,6,2,1,6,2,12,0.0380952380952381,0.02857142857142857,0.02490996398559424,0.01020408163265306
100,11,low,1000,10,12138.414844989777,396.14633798599243,11.770593793,5,7,0,0,38,26,20,16,8,7,22,2,14,0.11403508771929824,0.07017543859649122,0.06020408163265306,0.01020408163265306
100,1,high,1000,10,22929.292018175125,975.3881340026855,18.905354081,7,6,0,0,66,58,58,50,26,7,28,2,11,0.24166666666666667,0.20833333333333334,0.15627149736299015,0.01020408163265306
100,7,low,100,10,11888.167031288147,802.5878481864929,13.03016943,1,2,0,0,4,4,2,2,4,2,2,2,11,0.0196078431372549,0.00980392156862745,0.03723110865968009,0.01020408163265306
100,14,high,1000,10,20121.542279958725,1659.219405889511,12.586357281,4,6,0,0,46,36,28,22,20,6,14,0,12,0.16216216216216217,0.0990990990990991,0.12048192771084337,0.0
100,3,high,100,10,8873.988370418549,229.8050491809845,19.730614014,2,2,32,32,48,42,48,42,18,2,20,18,13,0.2,0.2,0.22418967587034816,0.09183673469387756
100,17,high,100,10,15282.024475574493,837.9574491977692,14.237614401,2,2,18,18,34,30,34,30,8,2,24,18,11,0.14285714285714285,0.14285714285714285,0.1458907887479316,0.09183673469387756
100,16,high,1000,10,10651.105826616287,359.2255458831787,12.09936858,3,4,2,2,44,36,34,26,10,4,18,2,12,0.16666666666666666,0.12037037037037036,0.07513914656771799,0.01020408163265306
100,6,low,1000,10,12023.90194272995,558.4431540966034,17.960155498,5,5,2,2,12,10,12,10,4,5,8,4,12,0.043859649122807015,0.043859649122807015,0.045408163265306126,0.02040816326530612
100,2,high,100,10,15855.508170127869,624.1048159599304,12.385793824,8,11,38,38,114,104,88,82,60,11,46,22,12,0.42276422764227645,0.3333333333333333,0.41836734693877553,0.11224489795918367
100,20,low,100,20,71146.79347109795,7333.433444976807,19.099352169,4,4,0,0,10,10,10,10,8,4,0,4,8,0.04504504504504504,0.04504504504504504,0.06535198349002522,0.02040816326530612
100,8,low,100,10,10841.471611976624,803.6523468494415,15.974430926,4,5,0,0,16,14,12,8,12,5,2,0,13,0.06306306306306306,0.036036036036036036,0.07792207792207792,0.0
100,5,low,100,10,9813.964343070984,191.70108199119568,26.498552417,1,1,0,0,12,4,12,4,0,1,4,0,12,0.0196078431372549,0.0196078431372549,0.0,0.0
100,5,high,100,10,9530.395079135895,192.6993019580841,16.57751801,1,1,16,16,26,18,26,18,12,1,8,6,12,0.08823529411764706,0.08823529411764706,0.11884753901560624,0.030612244897959183
100,7,high,100,10,12814.682159423828,620.7679319381714,12.728169232,1,4,28,28,42,38,32,30,24,4,14,20,12,0.18627450980392157,0.14705882352941177,0.25788497217068646,0.10204081632653061
100,12,high,1000,10,26195.598910570145,3711.574767112732,19.22980022,5,10,30,30,84,74,64,54,42,10,32,4,12,0.32456140350877194,0.23684210526315788,0.24146079484425348,0.02040816326530612
100,10,high,1000,10,17328.768261671066,886.0969979763031,11.672087267,3,3,0,0,16,14,16,14,10,3,10,0,11,0.06481481481481481,0.06481481481481481,0.06493506493506493,0.0
100,10,low,100,10,10634.005676031113,211.5405831336975,21.728885289,3,3,2,2,16,8,16,8,0,3,8,2,12,0.037037037037037035,0.037037037037037035,0.01020408163265306,0.01020408163265306
100,8,low,1000,10,14576.74043226242,1570.5189490318298,17.019657253,4,5,0,0,20,16,8,6,10,5,2,0,11,0.07207207207207207,0.02702702702702703,0.060240963855421686,0.0
100,8,high,100,10,14819.074305772781,1552.199994802475,15.89049691,4,4,24,24,54,46,54,46,22,4,16,14,12,0.2072072072072072,0.2072072072072072,0.21428571428571427,0.07142857142857142
100,9,high,1000,10,11959.531413555145,601.1095499992371,11.7003736,1,1,0,0,8,6,8,6,4,1,4,0,12,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0
100,4,high,1000,10,19544.945837259293,1180.1238470077515,13.003253617,3,4,10,10,40,34,38,26,12,4,22,8,11,0.1574074074074074,0.12037037037037036,0.11581632653061225,0.04081632653061224
100,16,high,1000,20,196108.28071951866,12012.887533903122,14.89550553,3,4,2,2,32,26,30,22,16,4,10,2,6,0.12037037037037036,0.10185185185185185,0.09441460794844253,0.01020408163265306
100,4,high,3000,10,11313.198177576065,505.7019431591034,16.860666438,3,2,8,8,26,20,18,14,4,2,20,8,12,0.09259259259259259,0.06481481481481481,0.06898534061511928,0.04081632653061224
100,1,high,3000,10,23344.998341560364,1612.3281409740448,13.048098086,7,10,10,10,76,66,56,46,26,10,36,2,11,0.275,0.19166666666666668,0.14285714285714288,0.01020408163265306
100,2,high,3000,10,18722.206706047058,2001.2994771003723,14.172755459,8,11,10,10,94,88,72,64,42,11,38,8,12,0.35772357723577236,0.2601626016260163,0.25510204081632654,0.04081632653061224
50,4,high,3000,10,22922.663207292557,1972.0400021076202,17.615749949,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0
50,8,high,3000,10,34792.947691679,8174.4568881988525,17.05994695,3,2,0,0,20,10,16,6,2,2,8,2,4,0.08620689655172414,0.05172413793103448,0.043055555555555555,0.020833333333333332
200,5,low,1000,10,19057.8358604908,213.0373568534851,12.135478362,2,2,0,0,8,8,8,8,8,2,4,0,23,0.01951219512195122,0.01951219512195122,0.028985507246376812,0.0
100,1,low,1000,10,12944.389331817627,475.4287610054016,17.577909502,7,8,4,4,26,18,24,16,0,8,18,4,12,0.075,0.06666666666666667,0.02040816326530612,0.02040816326530612
200,5,high,100,10,23604.568286180496,449.3698160648346,14.43876347,2,1,30,30,46,34,44,32,12,1,24,26,23,0.08292682926829269,0.07804878048780488,0.11010101010101012,0.06565656565656566
100,12,high,1000,20,478511.827508688,58011.533082962036,18.573557335,5,10,8,8,70,64,48,38,50,10,28,2,7,0.2807017543859649,0.16666666666666666,0.23747680890538034,0.01020408163265306
200,5,low,100,10,24397.99052143097,826.8746190071106,16.494231123,2,2,0,0,8,8,8,8,8,2,4,0,22,0.01951219512195122,0.01951219512195122,0.028368794326241134,0.0
200,5,high,1000,10,20939.38433098793,579.6294600963593,14.016296925,2,1,2,2,6,6,4,4,4,1,2,0,24,0.014634146341463415,0.00975609756097561,0.015151515151515152,0.0
200,4,low,100,10,26431.415890455246,1879.4288260936737,15.815999977,11,12,16,16,64,60,70,56,16,13,58,10,25,0.12931034482758622,0.1206896551724138,0.07373737373737374,0.025252525252525252
100,9,high,1000,20,203934.86224412918,12105.831901788712,15.984857359,1,1,0,0,6,4,6,4,0,1,4,0,6,0.0196078431372549,0.0196078431372549,0.0,0.0
200,2,high,100,10,22649.061757564545,501.5432360172272,11.146223339,10,8,50,50,138,130,138,116,40,8,102,48,25,0.2838427947598253,0.25327510917030566,0.2545454545454545,0.12121212121212122
100,14,high,1000,20,300238.63656306267,25014.18921494484,16.389158236,4,6,0,0,32,24,16,12,18,6,8,0,6,0.10810810810810811,0.05405405405405406,0.0891089108910891,0.0
200,4,high,1000,20,351749.42972397804,24281.03874516487,22.795021608,11,10,22,22,104,88,96,80,34,10,58,8,14,0.1896551724137931,0.1724137931034483,0.11014911014911015,0.020202020202020204
200,1,high,1000,10,46897.80032205582,5514.82376909256,20.3133919,14,14,12,12,124,108,124,108,34,14,74,6,22,0.22406639004149378,0.22406639004149378,0.11119671289162815,0.015151515151515152
100,7,high,1000,20,265932.6328821182,25439.2960729599,10.393382435,1,3,0,0,22,16,6,2,8,3,4,0,6,0.0784313725490196,0.00980392156862745,0.043478260869565216,0.0
100,11,high,1000,20,336682.0812575817,31756.89582014084,10.29406631,5,6,6,6,72,60,60,48,34,6,16,4,6,0.2631578947368421,0.21052631578947367,0.18872499494847444,0.02040816326530612
200,2,low,100,10,24709.042062997818,608.4551689624786,13.1445975,10,12,24,24,62,54,52,46,2,12,52,16,24,0.11790393013100436,0.10043668122270742,0.046464646464646465,0.04040404040404041
200,20,high,100,10,29770.326961517334,563.5833189487457,13.650036754,5,6,30,30,82,72,72,64,28,6,38,28,23,0.16822429906542055,0.14953271028037382,0.16404040404040404,0.0707070707070707
200,4,high,100,20,556397.9985845089,37831.50617194176,14.907027951,11,12,82,82,178,166,168,156,74,12,82,26,12,0.3577586206896552,0.33620689655172414,0.2497361676466154,0.06565656565656566
200,20,low,1000,10,29969.258281707764,1530.766443014145,10.612376309,5,6,4,4,26,18,24,14,4,6,12,4,22,0.04205607476635514,0.03271028037383177,0.023172905525846704,0.010101010101010102
200,3,high,1000,10,22756.960604667664,1086.1431131362915,12.39352914,9,10,8,8,82,78,76,68,28,10,52,6,25,0.17256637168141592,0.1504424778761062,0.1048951048951049,0.015151515151515152
200,19,high,1000,10,28375.645853042603,684.1667768955231,14.123475778,5,3,2,2,44,34,26,18,10,3,30,2,23,0.0794392523364486,0.04205607476635514,0.04051149795830647,0.005050505050505051
200,2,high,1000,10,36148.900491952896,1096.934798002243,15.928354983,10,12,14,14,130,124,100,96,50,12,78,16,22,0.27074235807860264,0.2096069868995633,0.18660287081339713,0.04040404040404041
200,4,low,1000,10,30523.52682209015,4119.66249704361,11.550380952,11,13,26,26,52,46,46,40,6,13,44,8,25,0.09913793103448276,0.08620689655172414,0.03838383838383838,0.020202020202020204
200,3,high,1000,20,471035.39120697975,41559.840760946274,10.900755691,9,8,8,8,82,72,70,60,38,9,38,6,12,0.1592920353982301,0.13274336283185842,0.11410984848484848,0.015151515151515152
200,2,low,1000,10,23430.113176345825,362.2786719799042,14.91628715,10,13,30,30,74,66,64,58,8,13,62,16,26,0.14410480349344978,0.12663755458515283,0.06509539842873177,0.04040404040404041
200,4,high,1000,10,26151.35638165474,1113.2318680286407,14.107908886,11,7,2,2,70,56,60,32,20,7,44,4,22,0.1206896551724138,0.06896551724137931,0.0742035742035742,0.010101010101010102
100,5,low,1000,10,11964.13039779663,216.006089925766,12.639513618,1,1,0,0,12,4,12,4,0,1,4,0,11,0.0196078431372549,0.0196078431372549,0.0,0.0
200,2,high,1000,20,416162.0543766022,58279.61708188057,10.988982644,10,11,8,8,88,80,92,74,40,11,50,12,14,0.17467248908296942,0.1615720524017467,0.13446969696969696,0.030303030303030304
100,6,high,1000,10,11691.012607812881,382.91500902175903,10.519579197,5,3,12,12,54,42,34,22,10,3,40,8,12,0.18421052631578946,0.09649122807017543,0.1083838940981798,0.04081632653061224
100,8,high,1000,10,16937.328771352768,659.3293859958649,12.303187164,4,4,6,6,28,26,28,26,18,4,8,2,12,0.11711711711711711,0.11711711711711711,0.12708719851576994,0.01020408163265306
100,7,low,1000,10,10846.58164858818,211.9628391265869,10.964789561,1,2,2,2,4,4,2,2,2,2,4,2,13,0.0196078431372549,0.00980392156862745,0.02490996398559424,0.01020408163265306
50,11,low,100,20,19447.82221388817,1137.9612278938293,15.790253097,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0
50,17,high,1000,20,82815.21980166435,9270.93373298645,11.886598258,1,1,0,0,10,4,10,4,4,1,4,0,4,0.038461538461538464,0.038461538461538464,0.047619047619047616,0.0
50,7,low,3000,20,121314.48950529099,39950.51755404472,12.009324185,1,1,0,0,0,0,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0
50,9,high,3000,10,5272.501231908798,315.16666293144226,11.859005719,3,3,0,0,22,14,22,14,2,3,14,0,6,0.1206896551724138,0.1206896551724138,0.023809523809523808,0.0
200,1,low,100,10,24835.80868577957,527.7521710395813,11.965068682,14,14,12,12,82,72,82,72,20,16,40,0,26,0.14937759336099585,0.14937759336099585,0.05847953216374269,0.0
50,13,high,3000,10,4493.790992259979,178.26983499526978,12.832058749,1,1,2,2,4,4,4,4,0,1,4,2,6,0.038461538461538464,0.038461538461538464,0.020833333333333332,0.020833333333333332
200,9,high,100,10,26472.141640901566,746.8728971481323,11.034868866,3,2,30,30,52,46,44,38,20,2,26,24,22,0.11057692307692307,0.09134615384615384,0.13152804642166344,0.06060606060606061
50,10,low,3000,20,31655.18763780594,3455.9783170223236,10.653478981,3,3,0,0,0,0,0,0,0,3,0,2,4,0.0,0.0,0.020833333333333332,0.020833333333333332
200,10,low,100,10,21732.45653438568,251.61416816711426,11.872802563,2,2,2,2,20,16,20,16,4,2,10,2,21,0.03902439024390244,0.03902439024390244,0.01893939393939394,0.005050505050505051
100,6,high,1000,20,233697.76892733574,21681.687816143036,10.917867037,5,4,10,10,50,44,38,34,14,4,34,8,6,0.19298245614035087,0.14912280701754385,0.11450053705692803,0.04081632653061224
100,13,low,1000,20,59339.25785589218,5714.846988916397,11.747607254,1,1,0,0,0,0,0,0,0,1,0,0,8,0.0,0.0,0.0,0.0
50,9,low,3000,10,7796.0793833732605,570.6573588848114,12.540536315,3,4,0,0,4,4,2,2,0,4,4,0,6,0.034482758620689655,0.017241379310344827,0.0,0.0
50,11,high,3000,20,164082.32779335976,17877.223096847534,12.465623512,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
200,12,low,100,10,76609.7937951088,24572.326038837433,11.04425264,4,4,4,4,30,30,30,30,8,4,14,0,20,0.07109004739336493,0.07109004739336493,0.026143790849673203,0.0
200,1,low,1000,10,28055.704840898514,841.56618309021,13.009386389,14,17,2,2,52,46,34,30,18,18,30,0,25,0.0954356846473029,0.06224066390041494,0.05,0.0
200,7,low,100,10,24118.854808807373,470.27926301956177,18.173653428,6,5,6,6,24,18,18,14,0,5,18,6,23,0.041474654377880185,0.03225806451612903,0.015151515151515152,0.015151515151515152
50,17,low,3000,20,126371.81784725189,10912.745718955994,13.886644102,1,1,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,0.0
200,9,low,100,10,25025.150536298752,842.4177989959717,10.744570653,3,2,4,4,18,12,10,10,6,2,12,6,21,0.028846153846153848,0.02403846153846154,0.03598484848484848,0.015151515151515152
200,10,high,100,20,216235.53412985802,11819.107096910477,14.403472415,2,2,76,76,96,94,96,94,56,2,22,46,14,0.22926829268292684,0.22926829268292684,0.28585858585858587,0.11616161616161616
200,7,low,100,20,346797.7811796665,30014.58864712715,17.672867274,6,6,2,2,30,18,30,18,12,6,4,8,14,0.041474654377880185,0.041474654377880185,0.05410032528676596,0.020202020202020204
200,10,low,100,20,139331.3536965847,13202.256634950638,10.492805601,2,2,0,0,0,0,0,0,0,2,0,2,15,0.0,0.0,0.005050505050505051,0.005050505050505051
200,11,low,100,20,84627.03417468071,2254.4862139225006,12.850045209,3,3,4,4,18,14,18,14,4,3,6,4,16,0.03365384615384615,0.03365384615384615,0.022446689113355782,0.010101010101010102
200,12,low,100,20,147453.44086384773,6855.443445920944,16.699114786,4,4,14,14,10,8,10,8,4,4,2,6,16,0.018957345971563982,0.018957345971563982,0.027272727272727275,0.015151515151515152
50,1,high,1000,10,11510.252030134201,774.3940539360046,15.08991497,2,1,28,28,36,32,30,30,4,1,4,0,5,0.2909090909090909,0.2727272727272727,0.05128205128205128,0.0
100,11,high,100,10,9277.401165485382,207.37366104125977,18.033054406,5,6,114,114,150,148,144,140,36,6,44,26,13,0.6491228070175439,0.6140350877192983,0.3576530612244898,0.1326530612244898
100,15,high,100,20,62742.23570942879,4920.181882143021,15.611371354,2,2,68,68,84,78,84,78,26,2,22,16,7,0.37142857142857144,0.37142857142857144,0.23279544375889888,0.08163265306122448
100,20,high,100,20,82144.06036973,6379.729491949081,14.899471615,4,4,42,42,74,66,74,66,22,4,16,6,8,0.2972972972972973,0.2972972972972973,0.15420775051593671,0.030612244897959183
100,4,low,3000,10,9821.250344991684,129.17039704322815,12.887256678,3,4,2,2,14,10,12,8,0,4,10,4,14,0.046296296296296294,0.037037037037037035,0.02040816326530612,0.02040816326530612
200,19,low,100,20,104638.05879473686,3141.821969985962,10.690653817,5,5,0,0,20,12,20,12,10,5,0,4,16,0.028037383177570093,0.028037383177570093,0.039862914862914864,0.010101010101010102
100,1,low,3000,10,16022.16612648964,850.4975528717041,17.135313221,7,10,10,10,44,36,34,26,0,10,32,4,14,0.15,0.10833333333333334,0.02040816326530612,0.02040816326530612
100,1,low,3000,20,221580.0802001953,18420.538385868073,21.467699652,7,8,2,2,8,6,6,4,4,8,6,4,7,0.025,0.016666666666666666,0.03963893249607535,0.02040816326530612
200,1,high,100,10,35363.92069244385,1411.9280309677124,22.870595025,14,13,192,192,278,270,270,264,70,13,82,34,23,0.5601659751037344,0.5477178423236515,0.29053694843168526,0.08585858585858586
200,2,low,3000,20,188298.50099492073,7322.714129924774,10.864381516,10,10,36,36,6,6,6,6,0,10,0,14,16,0.013100436681222707,0.013100436681222707,0.03535353535353535,0.03535353535353535
200,3,high,100,20,262789.0376944542,14845.454200029373,18.040069357,9,7,60,60,124,122,106,104,50,7,38,22,15,0.26991150442477874,0.23008849557522124,0.1967984934086629,0.05555555555555555
200,7,high,100,10,28873.0689368248,1237.000680923462,16.475620973,6,6,94,94,150,138,150,138,46,6,70,50,22,0.31797235023041476,0.31797235023041476,0.2765894236482472,0.12626262626262627
200,1,high,3000,10,34572.58335971832,2506.5401821136475,50.288425273,14,12,6,6,106,96,98,80,36,12,62,6,23,0.1991701244813278,0.16597510373443983,0.12229437229437229,0.015151515151515152
