ntaxa,rep,ils,ngt,m,snaq_runtime_sum,snaq_runtime_serial,inphynet_runtime,nretic_true,nretic_est,rooted_major_hwcd,unrooted_major_hwcd,rooted_hwcd,unrooted_hwcd,rooted_min_greedy_hwcd,unrooted_min_greedy_hwcd,sum_constraint_hwcd,sum_constraint_retics,perfect_infer_unrooted_hwcd,min_unrooted_nj_hwcd,n_constraints,approx_norm_hwcd,min_greedy_approx_norm_hwcd,approx_norm_input_hwcd,approx_norm_nj_hwcd
50,20,low,100,20,62827.60717177391,7729.851199150085,10.939542408,2,3,0,0,4,4,2,2,0,3,4,0,4,0.03636363636363636,0.01818181818181818,0.0,0.0
50,12,low,1000,20,128026.27818107605,12143.537338972092,10.741400183,3,3,0,0,8,2,8,2,2,3,0,0,3,0.017241379310344827,0.017241379310344827,0.0196078431372549,0.0
50,16,high,1000,20,82197.2651796341,10587.437194824219,11.949759001,1,2,0,0,16,12,10,6,8,2,2,0,4,0.11538461538461539,0.057692307692307696,0.08888888888888889,0.0
50,14,low,100,20,59563.81727266312,9432.684392213821,13.370572389,2,4,0,0,6,4,2,2,0,4,4,2,4,0.03636363636363636,0.01818181818181818,0.020833333333333332,0.020833333333333332
50,14,low,1000,20,78639.6224591732,7288.701250076294,11.909253164,2,4,0,0,6,6,2,2,0,4,4,2,4,0.05454545454545454,0.01818181818181818,0.020833333333333332,0.020833333333333332
50,15,low,1000,20,72136.98404502869,15060.859029054642,10.555095993,4,4,12,12,4,2,4,2,2,4,0,8,4,0.01639344262295082,0.01639344262295082,0.10294117647058823,0.08333333333333333
50,17,low,1000,20,99153.76244854927,16047.777407169342,10.400573962,1,1,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,0.0
200,1,high,1000,20,639256.101382494,60510.09986805916,21.434754222,14,15,16,16,134,122,122,110,54,15,62,6,14,0.25311203319502074,0.22821576763485477,0.14750445632798576,0.015151515151515152
100,14,low,100,10,14265.19652891159,841.2014799118042,12.511986509,4,5,8,8,16,14,14,12,8,5,12,2,11,0.06306306306306306,0.05405405405405406,0.05839685271699041,0.01020408163265306
50,13,low,100,20,97071.36080002785,11903.473280906677,10.280732319,1,1,0,0,0,0,0,0,0,1,0,4,3,0.0,0.0,0.041666666666666664,0.041666666666666664
50,17,high,100,20,155714.14749026299,16829.347254037857,11.894756118,1,1,6,6,18,14,18,14,14,1,0,6,3,0.1346153846153846,0.1346153846153846,0.21805555555555556,0.0625
50,14,high,100,20,115478.31834363937,9079.698735952377,12.272639019,2,4,10,10,32,26,24,18,22,4,4,8,3,0.23636363636363636,0.16363636363636364,0.28703703703703703,0.08333333333333333
100,15,low,100,20,59077.68133163452,10198.074726819992,10.468741483,2,2,0,0,0,0,0,0,0,2,0,4,8,0.0,0.0,0.02040816326530612,0.02040816326530612
100,14,high,100,10,10583.934207439423,486.47017097473145,12.396538223,4,3,22,22,60,52,54,46,22,3,24,12,12,0.23423423423423423,0.2072072072072072,0.209873138444567,0.061224489795918366
100,12,low,100,20,148306.6939713955,9623.698756933212,10.411543979,5,5,6,6,42,36,42,36,22,5,12,4,7,0.15789473684210525,0.15789473684210525,0.13619763694951664,0.02040816326530612
50,15,low,100,20,82103.4555747509,17793.412045955658,12.386750142,4,4,12,12,14,6,14,6,4,4,0,4,4,0.04918032786885246,0.04918032786885246,0.08088235294117646,0.041666666666666664
100,19,low,100,10,11229.384465694427,544.5395600795746,10.44832039,2,3,0,0,14,8,12,6,4,3,8,0,11,0.0380952380952381,0.02857142857142857,0.025974025974025976,0.0
100,11,low,100,20,195551.07663488388,15640.329977035522,10.596028717,5,5,4,4,10,8,10,8,2,6,4,4,7,0.03508771929824561,0.03508771929824561,0.030612244897959183,0.02040816326530612
50,18,high,1000,20,95540.70451378822,7361.275350093842,10.161941019,1,1,2,2,4,4,4,4,0,1,4,2,3,0.038461538461538464,0.038461538461538464,0.020833333333333332,0.020833333333333332
100,12,low,1000,20,192421.4544928074,10852.33593416214,10.524447919,5,4,0,0,14,4,4,2,0,4,2,4,6,0.017543859649122806,0.008771929824561403,0.02040816326530612,0.02040816326530612
50,20,low,1000,20,57320.17537641525,7162.499503135681,12.023877211,2,3,0,0,2,2,0,0,0,3,2,0,4,0.01818181818181818,0.0,0.0,0.0
100,5,low,3000,20,63899.14807653427,4080.203679084778,12.008672113,1,1,0,0,0,0,0,0,0,1,0,0,8,0.0,0.0,0.0,0.0
100,15,low,1000,20,58475.69458961487,7886.384291887283,10.545457274,2,2,0,0,0,0,0,0,0,2,0,4,8,0.0,0.0,0.02040816326530612,0.02040816326530612
100,3,low,3000,20,84370.38150930405,11285.810677051544,10.598100487,2,2,0,0,4,4,4,4,4,2,0,0,8,0.01904761904761905,0.01904761904761905,0.024096385542168676,0.0
100,11,high,100,20,202571.71885490417,19053.545515060425,10.415490423,5,7,36,36,76,68,62,56,46,7,14,22,7,0.2982456140350877,0.24561403508771928,0.3399676702364114,0.11224489795918367
50,5,low,3000,20,30824.43248462677,6500.360305070877,10.866441182,1,1,0,0,8,4,8,4,4,1,0,0,4,0.038461538461538464,0.038461538461538464,0.047619047619047616,0.0
200,20,high,1000,20,471414.42890143394,30611.325747966766,11.583563827,5,5,2,2,50,40,50,40,20,5,16,0,12,0.09345794392523364,0.09345794392523364,0.05555555555555555,0.0
100,17,low,1000,20,87222.3494541645,11169.543202161789,11.226991046,2,3,0,0,4,4,2,2,0,3,4,0,8,0.01904761904761905,0.009523809523809525,0.0,0.0
100,13,high,1000,20,96485.64257335663,10127.892983913422,10.31181881,1,1,0,0,2,2,2,2,0,1,2,0,7,0.00980392156862745,0.00980392156862745,0.0,0.0
100,17,high,1000,10,9460.576295375824,318.61880111694336,10.792427225,2,3,4,4,22,16,20,14,6,3,12,0,13,0.0761904761904762,0.06666666666666667,0.04225352112676056,0.0
50,5,high,3000,20,126809.80195403099,10440.359173059464,11.817820906,1,0,0,0,2,2,0,0,0,0,2,0,3,0.019230769230769232,0.0,0.0,0.0
100,11,high,1000,10,13432.294315576553,1483.5741620063782,10.950671663,5,7,10,10,42,38,34,28,16,7,24,8,13,0.16666666666666666,0.12280701754385964,0.13720186869928694,0.04081632653061224
100,16,low,100,20,55685.927971839905,2667.3862538337708,15.243561163,3,2,6,6,16,8,6,6,0,2,8,6,8,0.037037037037037035,0.027777777777777776,0.030612244897959183,0.030612244897959183
50,3,low,3000,20,139581.19323778152,31124.66980791092,14.025138075,3,3,0,0,10,8,10,8,4,3,2,2,4,0.06896551724137931,0.06896551724137931,0.0625,0.020833333333333332
100,20,high,1000,10,11566.501855134964,1398.2927720546722,10.37937861,4,4,0,0,32,24,32,24,10,4,18,0,13,0.10810810810810811,0.10810810810810811,0.06756756756756757,0.0
100,4,low,3000,20,64649.8175971508,7205.812180995941,11.798813987,3,3,0,0,0,0,0,0,0,3,0,4,8,0.0,0.0,0.02040816326530612,0.02040816326530612
100,20,low,1000,20,99236.6227312088,12958.632033109665,10.770293091,4,4,8,8,4,4,4,4,4,4,0,0,8,0.018018018018018018,0.018018018018018018,0.02247191011235955,0.0
100,17,low,1000,10,12211.89666056633,429.5072510242462,10.424653999,2,2,0,0,8,4,8,4,0,3,4,0,11,0.01904761904761905,0.01904761904761905,0.0,0.0
100,14,high,100,20,188003.70323991776,13496.620167016983,11.288065856,4,5,14,14,56,46,48,38,30,5,22,12,7,0.2072072072072072,0.17117117117117117,0.21911922663802363,0.061224489795918366
100,12,high,100,20,190580.5379035473,20673.39987206459,10.629786034,5,7,28,28,76,68,58,54,46,7,20,22,7,0.2982456140350877,0.23684210526315788,0.3399676702364114,0.11224489795918367
100,17,high,100,20,170020.21381759644,14488.400398015976,10.737979568,2,3,26,26,50,44,42,38,22,3,22,18,7,0.20952380952380953,0.18095238095238095,0.2154322403118551,0.09183673469387756
100,18,low,100,20,226440.59927225113,20843.53484392166,10.939914157,5,6,0,0,24,20,18,14,16,6,4,4,7,0.08771929824561403,0.06140350877192982,0.1020408163265306,0.02040816326530612
100,20,low,100,10,70835.3350391388,10645.944931030273,10.998384064,4,4,8,8,12,10,12,10,6,4,6,0,10,0.04504504504504504,0.04504504504504504,0.03614457831325301,0.0
50,12,high,1000,20,233192.94255518913,39863.37837791443,10.537585295,3,5,4,4,20,20,12,12,16,5,12,4,3,0.1724137931034483,0.10344827586206896,0.1820175438596491,0.041666666666666664
50,19,high,1000,20,311543.9520714283,37763.41375899315,10.211714293,3,2,2,2,14,12,10,8,4,2,8,2,3,0.10344827586206896,0.06896551724137931,0.0625,0.020833333333333332
100,19,low,1000,20,129609.53222060204,14720.2323179245,10.326134652,2,2,0,0,8,8,8,8,8,2,0,0,7,0.0380952380952381,0.0380952380952381,0.046511627906976744,0.0
50,20,high,1000,20,244610.653134346,29826.94018292427,10.834287352,2,2,0,0,16,8,16,8,4,2,4,0,3,0.07272727272727272,0.07272727272727272,0.041666666666666664,0.0
100,17,low,100,20,185734.617988348,31922.447844982147,10.179269211,2,2,0,0,0,0,0,0,0,2,0,0,7,0.0,0.0,0.0,0.0
100,15,high,1000,20,130449.2026014328,11442.74936079979,10.39017683,2,2,8,8,30,24,30,24,14,2,2,4,7,0.11428571428571428,0.11428571428571428,0.10180351210251543,0.02040816326530612
100,16,low,1000,20,289382.83330988884,27846.571372032166,10.251172568,3,4,4,4,12,10,10,8,0,4,10,6,7,0.046296296296296294,0.037037037037037035,0.030612244897959183,0.030612244897959183
100,19,high,100,20,255911.3726158142,19045.81631207466,10.355091062,2,2,16,16,22,20,22,20,12,2,10,16,6,0.09523809523809523,0.09523809523809523,0.14904838339830312,0.08163265306122448
100,14,low,1000,20,235652.67039895058,37968.21554398537,10.314378053,4,4,0,0,2,2,2,2,0,4,0,2,7,0.009009009009009009,0.009009009009009009,0.01020408163265306,0.01020408163265306
100,5,high,3000,20,172821.4390156269,14615.131759881973,10.623945702,1,1,0,0,12,2,12,2,0,1,2,0,7,0.00980392156862745,0.00980392156862745,0.0,0.0
100,19,high,1000,20,268453.77638578415,26732.170495033264,10.128803915,2,2,2,2,12,6,12,6,6,2,2,0,7,0.02857142857142857,0.02857142857142857,0.03488372093023256,0.0
100,20,high,1000,20,262996.659001112,24334.132655143738,10.081335852,4,4,0,0,28,24,28,24,20,4,8,0,7,0.10810810810810811,0.10810810810810811,0.10869565217391304,0.0
100,19,low,100,20,168818.50797986984,35359.711982011795,10.578883346,2,2,0,0,0,0,0,0,0,2,0,0,7,0.0,0.0,0.0,0.0
100,2,high,3000,20,273264.73592066765,21638.147432088852,10.12017135,8,10,12,12,82,74,72,64,48,10,42,6,7,0.3008130081300813,0.2601626016260163,0.24879406307977736,0.030612244897959183
100,3,high,3000,20,232107.76002645493,33151.668484926224,10.353046146,2,1,0,0,8,6,4,4,4,1,6,0,7,0.02857142857142857,0.01904761904761905,0.024096385542168676,0.0
100,13,high,100,20,61434.959963560104,3846.653512954712,12.146109599,1,1,20,20,30,30,30,30,22,1,8,20,8,0.14705882352941177,0.14705882352941177,0.23954081632653063,0.10204081632653061
100,16,high,100,10,14123.117583036423,476.4552459716797,12.174966973,3,3,6,6,50,44,58,44,12,3,14,6,10,0.2037037037037037,0.2037037037037037,0.10561224489795917,0.030612244897959183
50,12,high,100,10,19982.627034902573,2466.376081943512,12.163254028,3,5,8,8,34,28,20,18,14,5,20,12,5,0.2413793103448276,0.15517241379310345,0.2622549019607843,0.125
100,2,low,100,10,9889.875534057617,330.95796489715576,13.792642199,8,11,22,22,68,62,42,36,14,11,26,16,13,0.25203252032520324,0.14634146341463414,0.15531686358754027,0.08163265306122448
100,16,high,100,20,305851.575078249,44942.762613773346,13.783655022,3,4,14,14,48,38,40,28,24,4,12,4,7,0.17592592592592593,0.12962962962962962,0.15084294587400177,0.02040816326530612
100,17,high,1000,20,231696.85467290878,18785.35155105591,12.231868711,2,3,0,0,16,6,10,4,2,3,4,0,7,0.02857142857142857,0.01904761904761905,0.011235955056179775,0.0
200,3,low,100,10,22095.881945371628,556.1601989269257,12.870998142,9,9,14,14,46,36,46,36,0,9,24,14,24,0.07964601769911504,0.07964601769911504,0.03535353535353535,0.03535353535353535
200,2,low,100,20,125602.88536095619,4465.6721432209015,12.264982026,10,10,18,18,8,6,8,6,0,10,6,14,16,0.013100436681222707,0.013100436681222707,0.03535353535353535,0.03535353535353535
200,5,low,100,20,87745.68876171112,4319.6805012226105,10.46286501,2,2,0,0,12,8,12,8,6,2,4,0,16,0.01951219512195122,0.01951219512195122,0.018867924528301886,0.0
200,20,high,3000,20,616604.0033316612,78250.9673910141,13.375744592,5,4,0,0,44,34,34,26,16,4,24,0,12,0.0794392523364486,0.06074766355140187,0.04519774011299435,0.0
200,20,high,3000,20,616604.0033316612,78250.9673910141,17.687353038,5,4,0,0,44,34,34,26,16,4,24,0,12,0.0794392523364486,0.06074766355140187,0.04519774011299435,0.0
200,4,low,100,20,171612.79668688774,5194.630177974701,11.899799284,11,12,18,18,28,22,22,18,6,12,16,10,16,0.04741379310344827,0.03879310344827586,0.04112554112554112,0.025252525252525252
200,19,high,3000,20,546494.905623436,55243.34159398079,11.686103293,5,4,6,6,46,38,36,30,22,4,16,2,12,0.08878504672897196,0.07009345794392523,0.06719739770587228,0.005050505050505051
200,3,low,1000,10,26891.282906532288,695.5375320911407,13.535724108,9,9,10,10,34,24,34,24,8,10,24,14,23,0.05309734513274336,0.05309734513274336,0.06004489337822671,0.03535353535353535
200,4,high,100,10,40188.967155218124,1416.534737110138,11.346998516,11,11,58,58,138,134,138,134,48,11,92,44,22,0.28879310344827586,0.28879310344827586,0.25396825396825395,0.1111111111111111
200,5,low,1000,20,111880.35319828987,6954.109725952148,10.615923645,2,2,0,0,14,10,14,10,8,2,4,0,16,0.024390243902439025,0.024390243902439025,0.025157232704402517,0.0
200,3,low,1000,20,265372.33552742004,23285.600969076157,12.48828202,9,9,18,18,26,24,26,24,14,10,6,14,15,0.05309734513274336,0.05309734513274336,0.07298794395568589,0.03535353535353535
100,18,high,1000,20,406264.7964744568,62401.00766801834,12.276678271,5,6,0,0,46,38,48,30,28,6,10,2,7,0.16666666666666666,0.13157894736842105,0.15306122448979592,0.01020408163265306
200,4,low,1000,20,219217.49434447289,10247.58155798912,12.290777642,11,10,12,12,16,14,12,12,10,10,8,6,16,0.03017241379310345,0.02586206896551724,0.042473919523099854,0.015151515151515152
50,6,high,3000,10,10656.507105112076,934.0324490070343,11.422881965,1,2,0,0,4,2,0,0,4,3,2,0,5,0.019230769230769232,0.0,0.044444444444444446,0.0
200,1,high,100,20,548813.2583937645,22396.93607401848,21.654449819,14,14,70,70,156,144,156,144,76,14,76,44,12,0.2987551867219917,0.2987551867219917,0.2946859903381642,0.1111111111111111
100,11,low,1000,20,116975.4891076088,32552.213016986847,11.18731367,5,5,10,10,8,2,8,2,0,5,2,2,7,0.008771929824561403,0.008771929824561403,0.01020408163265306,0.01020408163265306
200,5,high,100,20,436923.16979408264,26730.919054985046,12.086665418,2,2,30,30,40,38,40,38,20,2,20,28,13,0.09268292682926829,0.09268292682926829,0.13480963480963482,0.0707070707070707
200,3,low,100,20,267500.0887570381,24940.823041915894,11.933008371,9,9,6,6,20,18,20,18,8,9,12,10,15,0.03982300884955752,0.03982300884955752,0.04711044874979301,0.025252525252525252
200,5,high,1000,20,359975.2028872967,27937.818572044373,12.018755453,2,1,2,2,8,8,6,6,4,1,4,0,13,0.01951219512195122,0.014634146341463415,0.012121212121212121,0.0
200,20,high,100,20,470147.3591220379,31959.504389047623,15.961889669,5,5,50,50,94,84,94,84,34,5,46,34,14,0.19626168224299065,0.19626168224299065,0.1835597352838732,0.08585858585858586
200,1,low,100,20,292888.8359787464,13270.285026073456,13.119323394,14,17,12,12,40,32,22,20,16,17,10,0,14,0.06639004149377593,0.04149377593360996,0.0380952380952381,0.0
50,8,low,3000,20,70940.21038556099,8975.793206214905,10.594081515,3,2,0,0,8,4,4,2,0,2,2,4,4,0.034482758620689655,0.017241379310344827,0.041666666666666664,0.041666666666666664
200,19,high,1000,20,264307.2850062847,23002.94431090355,12.139400217,5,5,6,6,38,30,38,30,16,5,10,4,14,0.07009345794392523,0.07009345794392523,0.056078021595262977,0.010101010101010102
50,6,high,3000,20,95300.8215637207,17909.89740395546,10.956564309,1,2,0,0,16,14,8,6,16,2,2,0,3,0.1346153846153846,0.057692307692307696,0.16666666666666666,0.0
50,1,high,100,10,4783.20605635643,213.11737084388733,12.061891251,2,3,10,10,26,20,20,14,8,3,12,8,6,0.18181818181818182,0.12727272727272726,0.17857142857142855,0.08333333333333333
50,1,low,3000,10,6476.642658472061,374.9712438583374,11.826437873,2,3,0,0,2,2,0,0,0,3,0,0,6,0.01818181818181818,0.0,0.0,0.0
50,7,low,3000,10,6477.453766822815,223.61900305747986,13.654322811,1,1,0,0,0,0,0,0,0,1,0,0,6,0.0,0.0,0.0,0.0
50,4,high,3000,20,19114.768764019012,899.9566221237183,11.93355831,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0
50,3,low,3000,10,5333.15065073967,274.1874930858612,10.789224055,3,3,0,0,12,10,12,10,4,3,2,4,6,0.08620689655172414,0.08620689655172414,0.08928571428571427,0.041666666666666664
50,8,low,3000,10,5816.711955308914,350.84485816955566,10.755709654,3,2,0,0,8,4,4,2,0,2,2,2,6,0.034482758620689655,0.017241379310344827,0.020833333333333332,0.020833333333333332
50,5,low,3000,10,4354.894133806229,162.3781771659851,11.2413962,1,1,0,0,6,4,6,4,4,1,0,0,6,0.038461538461538464,0.038461538461538464,0.05555555555555555,0.0
50,4,low,3000,10,4595.34908246994,143.96447086334229,12.734252966,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0
50,7,high,3000,10,5107.731287717819,160.78872895240784,12.038428805,1,1,0,0,10,6,10,6,4,1,2,0,6,0.057692307692307696,0.057692307692307696,0.05555555555555555,0.0
50,1,high,3000,20,15386.688415527344,977.7393469810486,12.380962681,2,3,6,6,26,20,20,14,12,3,8,0,5,0.18181818181818182,0.12727272727272726,0.13333333333333333,0.0
50,6,low,3000,10,5675.948748111725,183.28226518630981,11.94955198,1,1,0,0,0,0,0,0,2,1,2,0,6,0.0,0.0,0.027777777777777776,0.0
50,1,high,3000,10,9517.50827407837,770.4113640785217,13.911526095,2,1,0,0,16,8,12,4,4,1,4,0,5,0.07272727272727272,0.03636363636363636,0.05128205128205128,0.0
50,3,high,3000,10,13024.75868344307,1088.7879979610443,15.628666341,3,3,0,0,26,22,26,22,10,3,8,4,5,0.1896551724137931,0.1896551724137931,0.15277777777777776,0.041666666666666664
50,1,low,100,10,5891.338255643845,367.4767961502075,12.189520246,2,2,0,0,0,0,0,0,0,3,0,0,6,0.0,0.0,0.0,0.0
50,2,high,100,10,4200.910736083984,105.17283010482788,12.055646238,3,3,6,6,36,26,36,26,14,3,24,4,7,0.22413793103448276,0.22413793103448276,0.22115384615384615,0.041666666666666664
50,2,high,3000,10,13902.879934549332,987.0658469200134,13.769065209,3,3,0,0,16,12,16,12,4,3,12,0,5,0.10344827586206896,0.10344827586206896,0.044444444444444446,0.0
50,5,high,3000,10,10146.507459878922,575.32981300354,12.769353078,1,0,0,0,2,2,0,0,0,0,2,0,5,0.019230769230769232,0.0,0.0,0.0
50,2,low,1000,10,4545.021291732788,148.41334199905396,14.022444037,3,3,2,2,12,6,12,6,2,3,6,2,7,0.05172413793103448,0.05172413793103448,0.046474358974358976,0.020833333333333332
50,4,low,100,10,4509.630145311356,210.09909796714783,11.51558986,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0
50,3,low,100,10,5177.466633081436,215.1313579082489,12.22992727,3,3,0,0,12,8,12,8,6,3,2,2,6,0.06896551724137931,0.06896551724137931,0.09226190476190475,0.020833333333333332
50,7,high,3000,20,11430.898602962494,913.1582589149475,12.228290589,1,1,0,0,10,10,10,10,4,1,2,0,5,0.09615384615384616,0.09615384615384616,0.05128205128205128,0.0
50,1,low,1000,10,6212.8073472976685,515.8967118263245,12.543307988,2,3,0,0,8,4,0,0,4,3,0,0,6,0.03636363636363636,0.0,0.047619047619047616,0.0
50,1,high,1000,20,13169.30881023407,1143.4885261058807,12.069610877,2,3,0,0,16,16,12,10,8,3,6,0,5,0.14545454545454545,0.09090909090909091,0.08888888888888889,0.0
50,2,high,1000,10,7204.254632949829,432.4232220649719,13.799610182,3,4,0,0,18,10,12,8,6,4,8,0,6,0.08620689655172414,0.06896551724137931,0.06666666666666667,0.0
50,4,low,1000,10,3589.860146999359,87.69124913215637,13.629119399,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0
50,5,high,100,10,3692.4538061618805,128.5530650615692,12.084588655,1,0,6,6,8,8,6,6,2,0,6,6,7,0.07692307692307693,0.057692307692307696,0.09583333333333333,0.0625
50,3,high,3000,20,12824.921607732773,1332.593398809433,12.264163792,3,3,2,2,16,14,16,14,10,3,8,4,5,0.1206896551724138,0.1206896551724138,0.15277777777777776,0.041666666666666664
50,4,high,100,10,4282.227250814438,150.36728692054749,11.363210553,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0
50,3,high,100,10,3570.85741686821,83.41182088851929,11.809194302,3,1,12,12,28,24,20,16,4,1,24,12,7,0.20689655172413793,0.13793103448275862,0.1856060606060606,0.125
50,4,high,1000,10,6677.068563938141,237.2285759449005,19.037458689,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0
50,6,low,100,10,5996.840181112289,195.0625147819519,11.902696381,1,2,0,0,2,2,0,0,0,2,2,0,6,0.019230769230769232,0.0,0.0,0.0
50,7,low,1000,10,5594.060053825378,229.91566491127014,12.691218065,1,1,0,0,0,0,0,0,0,1,0,0,6,0.0,0.0,0.0,0.0
50,7,high,100,10,6912.791521072388,266.90068197250366,12.172252166,1,1,6,6,14,8,14,8,6,1,6,4,6,0.07692307692307693,0.07692307692307693,0.125,0.041666666666666664
50,5,low,1000,10,5566.764661312103,354.779767036438,12.02637669,1,1,0,0,4,4,4,4,4,1,0,0,6,0.038461538461538464,0.038461538461538464,0.05555555555555555,0.0
50,6,low,1000,10,5010.325917482376,183.72100496292114,11.598620285,1,2,0,0,2,2,0,0,0,2,2,0,6,0.019230769230769232,0.0,0.0,0.0
50,4,high,1000,20,11318.661154985428,513.4718630313873,16.225976176,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0
50,6,high,100,10,6247.289729833603,358.8201379776001,13.286012514,1,2,4,4,14,12,10,8,12,2,6,4,6,0.11538461538461539,0.07692307692307693,0.1955128205128205,0.041666666666666664
50,8,low,100,10,4312.753776073456,100.40124201774597,16.573354833,3,2,0,0,20,12,10,6,0,2,8,2,7,0.10344827586206896,0.05172413793103448,0.020833333333333332,0.020833333333333332
50,7,low,100,10,5156.830265522003,350.17085003852844,11.314222317,1,1,0,0,2,2,2,2,0,1,2,0,6,0.019230769230769232,0.019230769230769232,0.0,0.0
50,5,low,100,10,4927.64523434639,265.7813501358032,16.309789967,1,1,0,0,8,4,8,4,4,1,0,0,6,0.038461538461538464,0.038461538461538464,0.05555555555555555,0.0
50,10,low,1000,10,4196.361864089966,101.49065685272217,11.544056311,3,2,2,2,14,10,10,6,2,2,12,2,8,0.08620689655172414,0.05172413793103448,0.05113636363636363,0.020833333333333332
50,8,low,1000,10,5773.535207748413,324.0663888454437,16.660483885,3,2,0,0,2,2,0,0,0,2,2,4,6,0.017241379310344827,0.0,0.041666666666666664,0.041666666666666664
50,5,high,1000,10,4666.1966507434845,191.94271898269653,16.278307204,1,0,0,0,2,2,0,0,0,0,2,0,6,0.019230769230769232,0.0,0.0,0.0
50,13,low,100,10,4465.188072919846,150.84180903434753,11.52596232,1,1,0,0,0,0,0,0,0,1,0,4,7,0.0,0.0,0.041666666666666664,0.041666666666666664
50,11,low,1000,10,5043.234314918518,217.7005579471588,11.637583411,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0
50,15,low,100,10,4914.4313135147095,184.31273794174194,12.58797037,4,4,12,12,6,6,6,6,4,4,2,8,7,0.04918032786885246,0.04918032786885246,0.13095238095238093,0.08333333333333333
50,10,low,100,10,7508.369713068008,502.36354398727417,17.879973967,3,3,0,0,6,4,6,4,0,3,4,8,6,0.034482758620689655,0.034482758620689655,0.08333333333333333,0.08333333333333333
50,11,low,100,10,4330.971896886826,185.9690239429474,12.046834068,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0
50,13,low,1000,10,5090.90652680397,199.03617405891418,17.907120782,1,1,0,0,0,0,0,0,0,1,0,4,6,0.0,0.0,0.041666666666666664,0.041666666666666664
50,8,high,100,10,4366.772852182388,99.86940407752991,21.177412613,3,2,4,4,26,18,18,12,6,2,12,6,8,0.15517241379310345,0.10344827586206896,0.1534090909090909,0.0625
50,13,high,100,10,4495.629666090012,195.79298400878906,12.491503527,1,1,6,6,14,12,14,12,6,1,8,4,6,0.11538461538461539,0.11538461538461539,0.125,0.041666666666666664
50,9,high,1000,10,4392.1556096076965,184.3625020980835,18.655643066,3,3,2,2,18,14,18,14,4,3,12,0,7,0.1206896551724138,0.1206896551724138,0.05128205128205128,0.0
50,7,high,1000,10,5446.413671255112,236.45337796211243,11.126212773,1,1,0,0,10,6,10,6,4,1,2,0,6,0.057692307692307696,0.057692307692307696,0.05555555555555555,0.0
50,8,high,1000,10,8767.480217933655,664.4076638221741,12.361386241,3,2,16,16,34,26,26,24,6,2,8,2,6,0.22413793103448276,0.20689655172413793,0.09775641025641026,0.020833333333333332
50,10,high,1000,10,7865.004403352737,658.7799518108368,17.592040188,3,3,2,2,24,20,24,20,12,3,10,2,6,0.1724137931034483,0.1724137931034483,0.1636904761904762,0.020833333333333332
50,9,low,1000,10,7694.669105052948,841.394700050354,15.84344795,3,3,0,0,6,6,6,6,4,3,4,0,6,0.05172413793103448,0.05172413793103448,0.047619047619047616,0.0
50,15,low,1000,10,5970.8157341480255,317.6629400253296,10.878108442,4,4,4,4,16,10,16,10,2,4,6,8,7,0.08196721311475409,0.08196721311475409,0.10714285714285714,0.08333333333333333
50,16,low,100,10,5017.608207941055,198.20388412475586,11.436444052,1,1,0,0,6,4,6,4,2,1,2,0,6,0.038461538461538464,0.038461538461538464,0.027777777777777776,0.0
50,18,low,100,10,5308.78463602066,350.70340394973755,10.570094769,1,1,0,0,0,0,0,0,0,1,0,2,7,0.0,0.0,0.020833333333333332,0.020833333333333332
50,13,high,1000,10,5971.347240447998,255.40777587890625,10.459073922,1,1,2,2,4,4,4,4,0,1,2,2,6,0.038461538461538464,0.038461538461538464,0.020833333333333332,0.020833333333333332
50,20,low,100,10,4828.342641353607,208.98049783706665,11.809267989,2,2,0,0,2,2,2,2,0,2,2,0,7,0.01818181818181818,0.01818181818181818,0.0,0.0
50,16,low,1000,10,5219.639565706253,241.28948998451233,12.048545356,1,1,0,0,8,6,8,6,4,1,2,0,6,0.057692307692307696,0.057692307692307696,0.05555555555555555,0.0
50,11,high,100,10,3696.6122052669525,94.78106188774109,10.622437577,0,0,4,4,4,4,4,4,2,0,2,2,7,0.04081632653061224,0.04081632653061224,0.05416666666666667,0.020833333333333332
50,14,high,100,10,6466.626013040543,313.6076409816742,12.20852082,2,4,6,6,28,24,20,14,10,4,16,6,6,0.21818181818181817,0.12727272727272726,0.1736111111111111,0.0625
50,14,low,100,10,7746.232050895691,379.01984691619873,16.574514429,2,4,0,0,12,6,2,2,2,4,6,2,6,0.05454545454545454,0.01818181818181818,0.043055555555555555,0.020833333333333332
50,12,high,1000,10,8343.841425180435,791.1775970458984,11.673677534,3,4,4,4,16,14,12,10,8,4,14,6,6,0.1206896551724138,0.08620689655172414,0.1513888888888889,0.0625
