ntaxa,rep,ils,ngt,m,ncores,runtime
200,6,low,1000,10,4,10134.65019083023
200,6,low,1000,10,5,8116.948455810547
200,6,low,1000,10,6,6845.446786880493
200,6,low,1000,10,7,5980.029201507568
200,6,low,1000,10,8,5317.985186338425
200,6,low,1000,10,9,4804.298218011856
200,6,low,1000,10,10,4392.305473089218
200,6,low,1000,10,11,4069.119503259659
200,6,low,1000,10,12,3776.7643077373505
200,6,low,1000,10,13,3544.650365829468
200,6,low,1000,10,14,3339.81560754776
200,6,low,1000,10,15,3159.5046439170837
200,6,low,1000,10,16,2994.400504589081
200,6,low,1000,10,17,2859.8241288661957
200,6,low,1000,10,18,2718.1776378154755
200,6,low,1000,10,19,2609.298373937607
200,6,low,1000,10,20,2511.534015417099
200,6,low,1000,10,21,2417.0084738731384
200,6,low,1000,10,22,2340.214401245117
200,6,low,1000,10,23,2262.9735085964203
200,6,low,1000,10,24,2199.644624710083
200,6,low,1000,10,25,2141.8531951904297
200,6,low,1000,10,26,2088.7476148605347
200,6,low,1000,10,27,2040.465572834015
200,6,low,1000,10,28,1993.70539021492
200,6,low,1000,10,29,1945.146323442459
200,6,low,1000,10,30,1898.9242448806763
200,6,low,1000,10,31,1862.5727179050446
200,6,low,1000,10,32,1822.607100725174
200,2,low,1000,20,1,407392.4782190323
200,2,low,1000,20,2,203848.00309515
200,2,low,1000,20,3,136302.45491671562
200,2,low,1000,20,4,121335.88474822044
200,2,low,1000,20,5,115895.75243234634
200,2,low,1000,20,6,110662.87028670311
200,2,low,1000,20,7,108290.77088308334
200,2,low,1000,20,8,106405.95612001419
200,2,low,1000,20,9,105154.40215587616
200,2,low,1000,20,10,103334.4900457859
200,2,low,1000,20,11,102501.04181599617
200,2,low,1000,20,12,101849.70268678665
200,2,low,1000,20,13,101267.53668904305
200,2,low,1000,20,14,100773.49859595299
200,2,low,1000,20,15,100299.83827996254
200,2,low,1000,20,16,100001.75531601906
200,2,low,1000,20,17,99765.6791870594
200,2,low,1000,20,18,99492.72943997383
200,2,low,1000,20,19,99169.17082309723
200,2,low,1000,20,20,99003.80395770073
200,2,low,1000,20,21,98751.64184594154
200,2,low,1000,20,22,98512.54864883423
200,2,low,1000,20,23,98276.72036027908
200,2,low,1000,20,24,98010.18497300148
200,2,low,1000,20,25,97942.76229095459
200,2,low,1000,20,26,97727.47008705139
200,2,low,1000,20,27,97674.03599500656
200,2,low,1000,20,28,97619.4241950512
200,2,low,1000,20,29,97455.97704410553
200,2,low,1000,20,30,97177.68552803993
200,2,low,1000,20,31,97136.5877931118
200,2,low,1000,20,32,97005.78500294685
100,8,high,3000,10,1,11828.511415243149
100,8,high,3000,10,2,5960.64398598671
100,8,high,3000,10,3,3970.03315448761
100,8,high,3000,10,4,2992.216483592987
100,8,high,3000,10,5,2411.196395635605
100,8,high,3000,10,6,2026.1650931835175
100,8,high,3000,10,7,1742.4070897102356
100,8,high,3000,10,8,1528.917849779129
100,8,high,3000,10,9,1349.405489206314
100,8,high,3000,10,10,1221.6771557331085
100,8,high,3000,10,11,1116.2377076148987
100,8,high,3000,10,12,1041.3952667713165
100,8,high,3000,10,13,977.15274477005
100,8,high,3000,10,14,919.487692117691
100,8,high,3000,10,15,871.9830596446991
100,8,high,3000,10,16,826.7521357536316
100,8,high,3000,10,17,780.9393839836121
100,8,high,3000,10,18,735.6286220550537
100,8,high,3000,10,19,709.5981969833374
100,8,high,3000,10,20,679.1320912837982
100,8,high,3000,10,21,654.5985805988312
100,8,high,3000,10,22,635.036883354187
100,8,high,3000,10,23,607.2472939491272
100,8,high,3000,10,24,590.099301815033
100,8,high,3000,10,25,578.9595386981964
100,8,high,3000,10,26,555.0426046848297
100,8,high,3000,10,27,539.5073928833008
100,8,high,3000,10,28,527.5490078926086
100,8,high,3000,10,29,507.31881189346313
100,8,high,3000,10,30,492.6574409008026
100,8,high,3000,10,31,474.82498478889465
100,8,high,3000,10,32,463.81745886802673
100,3,low,3000,10,1,11080.245911836624
100,3,low,3000,10,2,5567.878313541412
100,3,low,3000,10,3,3721.6777749061584
100,3,low,3000,10,4,2798.573137998581
100,3,low,3000,10,5,2244.766045331955
100,3,low,3000,10,6,1878.3399741649628
100,3,low,3000,10,7,1615.3095345497131
100,3,low,3000,10,8,1439.6789855957031
100,3,low,3000,10,9,1290.6992330551147
100,3,low,3000,10,10,1183.375625371933
100,3,low,3000,10,11,1095.884438753128
100,3,low,3000,10,12,1015.0238399505615
100,3,low,3000,10,13,948.6291835308075
100,3,low,3000,10,14,899.8762633800507
100,3,low,3000,10,15,849.6046769618988
100,3,low,3000,10,16,811.7048552036285
100,3,low,3000,10,17,778.5733559131622
100,3,low,3000,10,18,746.605920791626
100,3,low,3000,10,19,711.3546826839447
100,3,low,3000,10,20,688.143951177597
100,3,low,3000,10,21,666.6084806919098
100,3,low,3000,10,22,646.1249287128448
100,3,low,3000,10,23,627.9987640380859
100,3,low,3000,10,24,612.3625454902649
100,3,low,3000,10,25,597.2435784339905
100,3,low,3000,10,26,582.2162349224091
100,3,low,3000,10,27,568.6759815216064
100,3,low,3000,10,28,555.1790177822113
100,3,low,3000,10,29,545.6718080043793
100,3,low,3000,10,30,532.6415929794312
100,3,low,3000,10,31,523.1273658275604
100,3,low,3000,10,32,514.9868037700653
100,6,low,3000,10,1,12700.834842920303
100,6,low,3000,10,2,6352.020516633987
100,6,low,3000,10,3,4254.143615484238
100,6,low,3000,10,4,3212.6026718616486
100,6,low,3000,10,5,2591.5372705459595
100,6,low,3000,10,6,2174.6148970127106
100,6,low,3000,10,7,1884.6737246513367
100,6,low,3000,10,8,1651.562413930893
100,6,low,3000,10,9,1466.5269055366516
100,6,low,3000,10,10,1327.7193145751953
100,6,low,3000,10,11,1200.652620792389
100,6,low,3000,10,12,1110.9041049480438
100,6,low,3000,10,13,1034.6878747940063
100,6,low,3000,10,14,968.806559085846
100,6,low,3000,10,15,916.2984485626221
100,6,low,3000,10,16,860.0494203567505
100,6,low,3000,10,17,811.5707421302795
100,6,low,3000,10,18,777.1871838569641
100,6,low,3000,10,19,745.9127118587494
100,6,low,3000,10,20,718.7239820957184
100,6,low,3000,10,21,680.1363432407379
100,6,low,3000,10,22,649.8847632408142
100,6,low,3000,10,23,628.7895882129669
100,6,low,3000,10,24,609.2019143104553
100,6,low,3000,10,25,582.447615146637
100,6,low,3000,10,26,564.1407480239868
100,6,low,3000,10,27,550.3957362174988
100,6,low,3000,10,28,535.130125284195
100,6,low,3000,10,29,520.965832233429
100,6,low,3000,10,30,500.17198634147644
100,6,low,3000,10,31,494.42116689682007
100,6,low,3000,10,32,485.81764912605286
200,7,low,1000,10,1,26661.761169433594
200,7,low,1000,10,2,13334.41897892952
200,7,low,1000,10,3,8897.817555427551
200,7,low,1000,10,4,6688.120295286179
200,7,low,1000,10,5,5354.90761256218
200,7,low,1000,10,6,4474.7192142009735
200,7,low,1000,10,7,3837.8818776607513
200,7,low,1000,10,8,3362.694362640381
200,7,low,1000,10,9,2996.308490037918
200,7,low,1000,10,10,2701.0657744407654
200,7,low,1000,10,11,2461.114329814911
200,7,low,1000,10,12,2258.0970883369446
200,7,low,1000,10,13,2077.1106748580933
200,7,low,1000,10,14,1944.7802629470825
200,7,low,1000,10,15,1828.6440827846527
200,7,low,1000,10,16,1727.0537967681885
200,7,low,1000,10,17,1639.3975276947021
200,7,low,1000,10,18,1552.1888461112976
200,7,low,1000,10,19,1479.5257399082184
200,7,low,1000,10,20,1426.2713739871979
200,7,low,1000,10,21,1353.0034971237183
200,7,low,1000,10,22,1296.6437919139862
200,7,low,1000,10,23,1252.0987842082977
200,7,low,1000,10,24,1209.6026389598846
200,7,low,1000,10,25,1158.2309815883636
200,7,low,1000,10,26,1122.7094509601593
200,7,low,1000,10,27,1087.186494588852
200,7,low,1000,10,28,1057.3030030727386
200,7,low,1000,10,29,1018.5950100421906
200,7,low,1000,10,30,995.4879021644592
200,7,low,1000,10,31,962.4255464076996
200,7,low,1000,10,32,929.9139416217804
100,8,low,3000,20,1,113799.76437997818
100,8,low,3000,20,2,56926.118906497955
100,8,low,3000,20,3,40573.11674642563
100,8,low,3000,20,4,32215.11357140541
100,8,low,3000,20,5,26915.13031721115
100,8,low,3000,20,6,23321.61067700386
100,8,low,3000,20,7,21083.334975242615
100,8,low,3000,20,8,19210.341653585434
100,8,low,3000,20,9,17677.165322065353
100,8,low,3000,20,10,16547.526455402374
100,8,low,3000,20,11,15369.08504319191
100,8,low,3000,20,12,14778.930317163467
100,8,low,3000,20,13,14656.048054218292
100,8,low,3000,20,14,14525.3898832798
100,8,low,3000,20,15,14301.556875228882
100,8,low,3000,20,16,14247.902876138687
100,8,low,3000,20,17,14195.558108568192
100,8,low,3000,20,18,14108.58152627945
100,8,low,3000,20,19,14104.133801460266
100,8,low,3000,20,20,14056.525024414062
100,8,low,3000,20,21,14016.979318380356
100,8,low,3000,20,22,13985.290156364441
100,8,low,3000,20,23,13966.893852233887
100,8,low,3000,20,24,13965.100717306137
100,8,low,3000,20,25,13846.257072210312
100,8,low,3000,20,26,13846.257072210312
100,8,low,3000,20,27,13846.257072210312
100,8,low,3000,20,28,13846.257072210312
100,8,low,3000,20,29,13846.257072210312
100,8,low,3000,20,30,13846.257072210312
100,8,low,3000,20,31,13846.257072210312
100,8,low,3000,20,32,13846.257072210312
50,6,low,3000,20,1,103455.02739620209
50,6,low,3000,20,2,53859.83253264427
50,6,low,3000,20,3,44397.29838991165
50,6,low,3000,20,4,41861.24405670166
50,6,low,3000,20,5,35354.51308012009
50,6,low,3000,20,6,33957.370169878006
50,6,low,3000,20,7,33543.4529709816
50,6,low,3000,20,8,33103.71553993225
50,6,low,3000,20,9,32819.63891172409
50,6,low,3000,20,10,32341.90594267845
50,6,low,3000,20,11,32205.603808879852
50,6,low,3000,20,12,32093.81842660904
50,6,low,3000,20,13,31985.10324692726
50,6,low,3000,20,14,31923.320680618286
50,6,low,3000,20,15,31869.04219198227
50,6,low,3000,20,16,31819.399441957474
50,6,low,3000,20,17,31755.058460474014
50,6,low,3000,20,18,31685.745219945908
50,6,low,3000,20,19,31654.737732887268
50,6,low,3000,20,20,31649.47031378746
50,6,low,3000,20,21,31590.998154878616
50,6,low,3000,20,22,31584.557743787766
50,6,low,3000,20,23,31578.85107898712
50,6,low,3000,20,24,31575.230219841003
50,6,low,3000,20,25,31574.32674074173
50,6,low,3000,20,26,31568.57575392723
50,6,low,3000,20,27,31562.181987047195
50,6,low,3000,20,28,31558.485368967056
50,6,low,3000,20,29,31557.309946775436
50,6,low,3000,20,30,31553.602568864822
50,6,low,3000,20,31,31551.007666826248
50,6,low,3000,20,32,31492.535507917404
200,8,low,1000,20,1,265204.9049193859
200,8,low,1000,20,2,134472.25923657417
200,8,low,1000,20,3,90311.52144598961
200,8,low,1000,20,4,69564.1206483841
200,8,low,1000,20,5,58216.935767650604
200,8,low,1000,20,6,50719.60129094124
200,8,low,1000,20,7,45290.59105157852
200,8,low,1000,20,8,40943.36655378342
200,8,low,1000,20,9,37568.49428844452
200,8,low,1000,20,10,35233.635439395905
200,8,low,1000,20,11,33138.733368873596
200,8,low,1000,20,12,30868.01510977745
200,8,low,1000,20,13,29365.41948056221
200,8,low,1000,20,14,28031.810670614243
200,8,low,1000,20,15,26714.084332942963
200,8,low,1000,20,16,25622.49410200119
200,8,low,1000,20,17,24600.309655427933
200,8,low,1000,20,18,23839.01390171051
200,8,low,1000,20,19,22996.528393030167
200,8,low,1000,20,20,22386.260835886
200,8,low,1000,20,21,21717.934465646744
200,8,low,1000,20,22,21161.257194519043
200,8,low,1000,20,23,20702.1087474823
200,8,low,1000,20,24,20057.9379529953
200,8,low,1000,20,25,19757.498580932617
200,8,low,1000,20,26,19757.498580932617
200,8,low,1000,20,27,19757.498580932617
200,8,low,1000,20,28,19757.498580932617
200,8,low,1000,20,29,19757.498580932617
200,8,low,1000,20,30,19757.498580932617
200,8,low,1000,20,31,19757.498580932617
200,8,low,1000,20,32,19757.498580932617
100,6,low,3000,20,1,194575.87733650208
100,6,low,3000,20,2,97613.93423247337
100,6,low,3000,20,3,67543.37626004219
100,6,low,3000,20,4,55667.12473797798
100,6,low,3000,20,5,46619.01285934448
100,6,low,3000,20,6,43597.83349394798
100,6,low,3000,20,7,41581.29873204231
100,6,low,3000,20,8,39460.51089310646
100,6,low,3000,20,9,38281.768428087234
100,6,low,3000,20,10,37694.16820311546
100,6,low,3000,20,11,37029.18747282028
100,6,low,3000,20,12,36744.97325706482
100,6,low,3000,20,13,36479.66858816147
100,6,low,3000,20,14,36250.418204307556
100,6,low,3000,20,15,36116.293977975845
100,6,low,3000,20,16,35985.276663303375
100,6,low,3000,20,17,35914.06097602844
100,6,low,3000,20,18,35908.744916677475
100,6,low,3000,20,19,35902.99676704407
100,6,low,3000,20,20,35873.34706783295
100,6,low,3000,20,21,35860.8632748127
100,6,low,3000,20,22,35743.219225883484
100,6,low,3000,20,23,35743.219225883484
100,6,low,3000,20,24,35743.219225883484
100,6,low,3000,20,25,35743.219225883484
100,6,low,3000,20,26,35743.219225883484
100,6,low,3000,20,27,35743.219225883484
100,6,low,3000,20,28,35743.219225883484
100,6,low,3000,20,29,35743.219225883484
100,6,low,3000,20,30,35743.219225883484
100,6,low,3000,20,31,35743.219225883484
100,6,low,3000,20,32,35743.219225883484
200,8,high,1000,10,1,26964.105362653732
200,8,high,1000,10,2,13500.069482564926
200,8,high,1000,10,3,9016.221436977386
200,8,high,1000,10,4,6775.514451742172
200,8,high,1000,10,5,5411.984328746796
200,8,high,1000,10,6,4529.55322098732
200,8,high,1000,10,7,3917.8938660621643
200,8,high,1000,10,8,3430.4869933128357
200,8,high,1000,10,9,3070.4181683063507
200,8,high,1000,10,10,2784.778992652893
200,8,high,1000,10,11,2549.1704199314117
200,8,high,1000,10,12,2348.7899491786957
200,8,high,1000,10,13,2179.0330469608307
200,8,high,1000,10,14,2027.3201911449432
200,8,high,1000,10,15,1902.678873538971
200,8,high,1000,10,16,1805.6456277370453
200,8,high,1000,10,17,1713.8387994766235
200,8,high,1000,10,18,1642.2408385276794
200,8,high,1000,10,19,1561.655732870102
200,8,high,1000,10,20,1503.2366511821747
200,8,high,1000,10,21,1445.3114037513733
200,8,high,1000,10,22,1395.0821285247803
200,8,high,1000,10,23,1355.605679512024
200,8,high,1000,10,24,1314.2448563575745
200,8,high,1000,10,25,1275.0391750335693
200,8,high,1000,10,26,1242.9551892280579
200,8,high,1000,10,27,1210.8885781764984
200,8,high,1000,10,28,1179.7130389213562
200,8,high,1000,10,29,1152.5850703716278
200,8,high,1000,10,30,1123.5974581241608
200,8,high,1000,10,31,1092.5030090808868
200,8,high,1000,10,32,1065.227595090866
200,7,high,100,20,1,400201.72284960747
200,7,high,100,20,2,200558.58902049065
200,7,high,100,20,3,134808.68595433235
200,7,high,100,20,4,103783.2890431881
200,7,high,100,20,5,86019.25453948975
200,7,high,100,20,6,74019.22227859497
200,7,high,100,20,7,65421.15361356735
200,7,high,100,20,8,58747.189665317535
200,7,high,100,20,9,53376.46787285805
200,7,high,100,20,10,49493.28160619736
200,7,high,100,20,11,45553.116602659225
200,7,high,100,20,12,42832.50112056732
200,7,high,100,20,13,40816.41499257088
200,7,high,100,20,14,38666.49391031265
200,7,high,100,20,15,36604.94970488548
200,7,high,100,20,16,35241.570477962494
200,7,high,100,20,17,34028.82732605934
200,7,high,100,20,18,33056.97990441322
200,7,high,100,20,19,32466.75289106369
200,7,high,100,20,20,31995.325202703476
200,7,high,100,20,21,31473.052186012268
200,7,high,100,20,22,31144.771481990814
200,7,high,100,20,23,30800.326889038086
200,7,high,100,20,24,30445.285146951675
200,7,high,100,20,25,29996.78253030777
200,7,high,100,20,26,29604.818003177643
200,7,high,100,20,27,29383.111153125763
200,7,high,100,20,28,29191.32523202896
200,7,high,100,20,29,28919.47117805481
200,7,high,100,20,30,28794.140059947968
200,7,high,100,20,31,28650.93860054016
200,7,high,100,20,32,28430.75123810768
200,8,low,3000,20,1,198380.80810785294
200,8,low,3000,20,2,99256.63706946373
200,8,low,3000,20,3,67485.30182862282
200,8,low,3000,20,4,50965.78100967407
200,8,low,3000,20,5,41499.42325592041
200,8,low,3000,20,6,34893.09281730652
200,8,low,3000,20,7,30711.78194642067
200,8,low,3000,20,8,27875.793909549713
200,8,low,3000,20,9,25649.083079338074
200,8,low,3000,20,10,23829.926783800125
200,8,low,3000,20,11,22416.13242673874
200,8,low,3000,20,12,21268.28529405594
200,8,low,3000,20,13,20278.291564702988
200,8,low,3000,20,14,19401.96285891533
200,8,low,3000,20,15,18510.6009850502
200,8,low,3000,20,16,17713.046570301056
200,8,low,3000,20,17,16994.936472177505
200,8,low,3000,20,18,16378.617180109024
200,8,low,3000,20,19,15775.86830997467
200,8,low,3000,20,20,15288.168145418167
200,8,low,3000,20,21,14881.677030801773
200,8,low,3000,20,22,14504.61375260353
200,8,low,3000,20,23,14209.2761490345
200,8,low,3000,20,24,13885.593127012253
200,8,low,3000,20,25,13607.515605688095
200,8,low,3000,20,26,13368.638542175293
200,8,low,3000,20,27,13250.953674077988
200,8,low,3000,20,28,13101.089302062988
200,8,low,3000,20,29,12982.743654966354
200,8,low,3000,20,30,12857.414352178574
200,8,low,3000,20,31,12749.340500354767
200,8,low,3000,20,32,12630.282306194305
200,7,high,1000,10,1,29741.219727277756
200,7,high,1000,10,2,14884.694586992264
200,7,high,1000,10,3,10230.125437021255
200,7,high,1000,10,4,7828.733911037445
200,7,high,1000,10,5,6394.474030256271
200,7,high,1000,10,6,5442.37063741684
200,7,high,1000,10,7,4797.468690872192
200,7,high,1000,10,8,4282.855856180191
200,7,high,1000,10,9,3893.846132993698
200,7,high,1000,10,10,3584.124341726303
200,7,high,1000,10,11,3313.500300168991
200,7,high,1000,10,12,3123.4857170581818
200,7,high,1000,10,13,2947.952367067337
200,7,high,1000,10,14,2795.60715007782
200,7,high,1000,10,15,2690.776824235916
200,7,high,1000,10,16,2588.1384110450745
200,7,high,1000,10,17,2491.5751416683197
200,7,high,1000,10,18,2418.2847588062286
200,7,high,1000,10,19,2332.429287672043
200,7,high,1000,10,20,2263.2830328941345
200,7,high,1000,10,21,2207.16099357605
200,7,high,1000,10,22,2159.243373632431
200,7,high,1000,10,23,2111.997270345688
200,7,high,1000,10,24,2065.494568824768
200,7,high,1000,10,25,2023.9406747817993
200,7,high,1000,10,26,1982.7010295391083
200,7,high,1000,10,27,1954.4644820690155
200,7,high,1000,10,28,1924.3319811820984
200,7,high,1000,10,29,1896.4834711551666
200,7,high,1000,10,30,1874.0231008529663
200,7,high,1000,10,31,1850.3009009361267
200,7,high,1000,10,32,1827.1825256347656
200,7,high,3000,10,1,24980.317197322845
200,7,high,3000,10,2,12520.303759336472
200,7,high,3000,10,3,8355.120431900024
200,7,high,3000,10,4,6283.374844312668
200,7,high,3000,10,5,5035.485369920731
200,7,high,3000,10,6,4193.969744920731
200,7,high,3000,10,7,3597.1778814792633
200,7,high,3000,10,8,3164.353091955185
200,7,high,3000,10,9,2908.1071338653564
200,7,high,3000,10,10,2698.9113397598267
200,7,high,3000,10,11,2544.22678232193
200,7,high,3000,10,12,2410.8733077049255
200,7,high,3000,10,13,2281.9800832271576
200,7,high,3000,10,14,2169.3318061828613
200,7,high,3000,10,15,2081.8651962280273
200,7,high,3000,10,16,2020.3109328746796
200,7,high,3000,10,17,1956.3628089427948
200,7,high,3000,10,18,1907.7550930976868
200,7,high,3000,10,19,1856.6770071983337
200,7,high,3000,10,20,1805.4894676208496
200,7,high,3000,10,21,1763.7907891273499
200,7,high,3000,10,22,1726.7414119243622
200,7,high,3000,10,23,1690.7623386383057
200,7,high,3000,10,24,1663.1646559238434
200,7,high,3000,10,25,1637.050298690796
200,7,high,3000,10,26,1602.0642566680908
200,7,high,3000,10,27,1574.4386649131775
200,7,high,3000,10,28,1554.250700712204
200,7,high,3000,10,29,1530.638299703598
200,7,high,3000,10,30,1510.8912930488586
200,7,high,3000,10,31,1490.8504276275635
200,7,high,3000,10,32,1478.0207328796387
200,8,low,3000,10,1,30621.50439453125
200,8,low,3000,10,2,15447.768151760101
200,8,low,3000,10,3,10367.702922582626
200,8,low,3000,10,4,7853.579040288925
200,8,low,3000,10,5,6299.924467802048
200,8,low,3000,10,6,5273.448568582535
200,8,low,3000,10,7,4590.517565011978
200,8,low,3000,10,8,4114.034660577774
200,8,low,3000,10,9,3719.6315789222717
200,8,low,3000,10,10,3428.1853723526
200,8,low,3000,10,11,3156.387572288513
200,8,low,3000,10,12,2949.258360385895
200,8,low,3000,10,13,2785.1333582401276
200,8,low,3000,10,14,2617.986253261566
200,8,low,3000,10,15,2491.8102447986603
200,8,low,3000,10,16,2378.4377818107605
200,8,low,3000,10,17,2281.173069000244
200,8,low,3000,10,18,2183.0284616947174
200,8,low,3000,10,19,2099.2463612556458
200,8,low,3000,10,20,2033.0176870822906
200,8,low,3000,10,21,1961.5630869865417
200,8,low,3000,10,22,1907.5877749919891
200,8,low,3000,10,23,1860.4999871253967
200,8,low,3000,10,24,1812.3478689193726
200,8,low,3000,10,25,1768.198494195938
200,8,low,3000,10,26,1730.2800731658936
200,8,low,3000,10,27,1694.261827468872
200,8,low,3000,10,28,1655.1114797592163
200,8,low,3000,10,29,1611.7631993293762
200,8,low,3000,10,30,1573.9547016620636
200,8,low,3000,10,31,1546.9658119678497
200,8,low,3000,10,32,1516.7294790744781
200,8,high,100,10,1,19803.36776828766
200,8,high,100,10,2,9918.849403381348
200,8,high,100,10,3,6625.688596487045
200,8,high,100,10,4,4996.439029455185
200,8,high,100,10,5,4037.691820383072
200,8,high,100,10,6,3375.2977912425995
200,8,high,100,10,7,2957.8305411338806
200,8,high,100,10,8,2645.3094758987427
200,8,high,100,10,9,2403.7905101776123
200,8,high,100,10,10,2224.846203804016
200,8,high,100,10,11,2074.7905280590057
200,8,high,100,10,12,1945.032893896103
200,8,high,100,10,13,1834.795488834381
200,8,high,100,10,14,1750.8697571754456
200,8,high,100,10,15,1659.7732062339783
200,8,high,100,10,16,1584.4992203712463
200,8,high,100,10,17,1523.2137424945831
200,8,high,100,10,18,1467.732114315033
200,8,high,100,10,19,1422.08065366745
200,8,high,100,10,20,1377.3706068992615
200,8,high,100,10,21,1334.216092824936
200,8,high,100,10,22,1298.2886621952057
200,8,high,100,10,23,1264.3896808624268
200,8,high,100,10,24,1238.310698747635
200,8,high,100,10,25,1213.948157787323
200,8,high,100,10,26,1179.7027559280396
200,8,high,100,10,27,1161.4066653251648
200,8,high,100,10,28,1137.261568069458
200,8,high,100,10,29,1117.7991681098938
200,8,high,100,10,30,1097.9289846420288
200,8,high,100,10,31,1071.499902009964
200,8,high,100,10,32,1060.470990896225
200,8,low,100,10,1,22476.02287864685
200,8,low,100,10,2,11247.989261865616
200,8,low,100,10,3,7537.67121219635
200,8,low,100,10,4,5677.64989233017
200,8,low,100,10,5,4569.420714378357
200,8,low,100,10,6,3828.446920633316
200,8,low,100,10,7,3312.3889696598053
200,8,low,100,10,8,2965.7124314308167
200,8,low,100,10,9,2678.7140979766846
200,8,low,100,10,10,2473.159069776535
200,8,low,100,10,11,2295.1410732269287
200,8,low,100,10,12,2146.110276699066
200,8,low,100,10,13,2021.4307618141174
200,8,low,100,10,14,1914.2616817951202
200,8,low,100,10,15,1817.4480366706848
200,8,low,100,10,16,1736.082790851593
200,8,low,100,10,17,1667.8512008190155
200,8,low,100,10,18,1604.9805810451508
200,8,low,100,10,19,1535.9921970367432
200,8,low,100,10,20,1482.8126809597015
200,8,low,100,10,21,1424.847030878067
200,8,low,100,10,22,1383.2730331420898
200,8,low,100,10,23,1342.4357025623322
200,8,low,100,10,24,1307.430559873581
200,8,low,100,10,25,1275.144986152649
200,8,low,100,10,26,1241.6124086380005
200,8,low,100,10,27,1217.28799533844
200,8,low,100,10,28,1190.520248889923
200,8,low,100,10,29,1165.6620509624481
200,8,low,100,10,30,1146.5424299240112
200,8,low,100,10,31,1122.7634329795837
200,8,low,100,10,32,1105.3182790279388
200,6,high,3000,10,1,41577.271916389465
200,6,high,3000,10,2,20819.305923223495
200,6,high,3000,10,3,13908.002932310104
200,6,high,3000,10,4,10497.906387805939
200,6,high,3000,10,5,8349.956623792648
200,6,high,3000,10,6,6995.912932634354
200,6,high,3000,10,7,6069.117324352264
200,6,high,3000,10,8,5372.48295378685
200,6,high,3000,10,9,4840.578148126602
200,6,high,3000,10,10,4420.462348461151
200,6,high,3000,10,11,4043.214467048645
200,6,high,3000,10,12,3753.8628401756287
200,6,high,3000,10,13,3486.647988796234
200,6,high,3000,10,14,3255.44531750679
200,6,high,3000,10,15,3070.926420688629
200,6,high,3000,10,16,2954.28457903862
200,6,high,3000,10,17,2879.880270242691
200,6,high,3000,10,18,2814.1286237239838
200,6,high,3000,10,19,2731.4091703891754
200,6,high,3000,10,20,2640.88277220726
200,6,high,3000,10,21,2596.180940389633
200,6,high,3000,10,22,2535.9257974624634
200,6,high,3000,10,23,2490.4004476070404
200,6,high,3000,10,24,2449.635376930237
200,6,high,3000,10,25,2422.0899131298065
200,6,high,3000,10,26,2400.6724712848663
200,6,high,3000,10,27,2382.5083310604095
200,6,high,3000,10,28,2361.385682106018
200,6,high,3000,10,29,2342.0820610523224
200,6,high,3000,10,30,2332.1093640327454
200,6,high,3000,10,31,2315.746696949005
200,6,high,3000,10,32,2306.232198238373
200,6,high,1000,20,1,434035.7045955658
200,6,high,1000,20,2,219944.20784544945
200,6,high,1000,20,3,146612.91806674004
200,6,high,1000,20,4,115735.7449438572
200,6,high,1000,20,5,97138.68956899643
200,6,high,1000,20,6,85393.35434412956
200,6,high,1000,20,7,76416.09623098373
200,6,high,1000,20,8,69281.28790593147
200,6,high,1000,20,9,64133.688002586365
200,6,high,1000,20,10,59428.217188596725
200,6,high,1000,20,11,55822.688745737076
200,6,high,1000,20,12,52007.21433854103
200,6,high,1000,20,13,49145.35620903969
200,6,high,1000,20,14,47147.44693899155
200,6,high,1000,20,15,45644.00843000412
200,6,high,1000,20,16,43978.877467632294
200,6,high,1000,20,17,42526.512159109116
200,6,high,1000,20,18,41640.7965362072
200,6,high,1000,20,19,40248.0161447525
200,6,high,1000,20,20,39488.42527103424
200,6,high,1000,20,21,38738.56194853783
200,6,high,1000,20,22,38135.23065948486
200,6,high,1000,20,23,37424.56078886986
200,6,high,1000,20,24,36789.87219929695
200,6,high,1000,20,25,36138.096215724945
200,6,high,1000,20,26,35387.57831597328
200,6,high,1000,20,27,34686.84251332283
200,6,high,1000,20,28,34047.675491809845
200,6,high,1000,20,29,33617.51485466957
200,6,high,1000,20,30,33342.016762018204
200,6,high,1000,20,31,32982.872299194336
200,6,high,1000,20,32,32519.66904067993
200,7,high,1000,20,1,530180.0631816387
200,7,high,1000,20,2,266150.20426106453
200,7,high,1000,20,3,184073.56717157364
200,7,high,1000,20,4,144367.11573719978
200,7,high,1000,20,5,118561.33049488068
200,7,high,1000,20,6,100016.31186151505
200,7,high,1000,20,7,88168.75000524521
200,7,high,1000,20,8,80376.23165202141
200,7,high,1000,20,9,73780.71942043304
200,7,high,1000,20,10,68625.46698284149
200,7,high,1000,20,11,64086.94761419296
200,7,high,1000,20,12,60712.329773664474
200,7,high,1000,20,13,57674.48725295067
200,7,high,1000,20,14,54953.54897785187
200,7,high,1000,20,15,52514.32025408745
200,7,high,1000,20,16,50271.568304777145
200,7,high,1000,20,17,48703.95684719086
200,7,high,1000,20,18,47041.20204281807
200,7,high,1000,20,19,45810.68461108208
200,7,high,1000,20,20,44220.46830487251
200,7,high,1000,20,21,42853.677726984024
200,7,high,1000,20,22,41876.868233680725
200,7,high,1000,20,23,40249.04013442993
200,7,high,1000,20,24,39315.71507310867
200,7,high,1000,20,25,38739.606029987335
