ntaxa,rep,ils,ngt,m,ncores,runtime
100,2,low,3000,20,24,3073.179694890976
100,2,low,3000,20,25,3072.058231830597
100,2,low,3000,20,26,3057.6832008361816
100,2,low,3000,20,27,3036.8898730278015
100,2,low,3000,20,28,3027.0340628623962
100,2,low,3000,20,29,3018.647574901581
100,2,low,3000,20,30,2957.807545900345
100,2,low,3000,20,31,2957.807545900345
100,2,low,3000,20,32,2957.807545900345
50,11,high,1000,20,1,58428.64407849312
50,11,high,1000,20,2,30098.540424108505
50,11,high,1000,20,3,20385.080450057983
50,11,high,1000,20,4,15455.011759996414
50,11,high,1000,20,5,12755.862223863602
50,11,high,1000,20,6,10530.263324737549
50,11,high,1000,20,7,9869.848852157593
50,11,high,1000,20,8,8522.581925868988
50,11,high,1000,20,9,8121.164493083954
50,11,high,1000,20,10,7886.007078886032
50,11,high,1000,20,11,7334.6999979019165
50,11,high,1000,20,12,7154.68280005455
50,11,high,1000,20,13,6456.817782878876
50,11,high,1000,20,14,6311.1589069366455
50,11,high,1000,20,15,6123.074777126312
50,11,high,1000,20,16,5905.4505879879
50,11,high,1000,20,17,5584.870903015137
50,11,high,1000,20,18,5101.815534830093
50,11,high,1000,20,19,4909.789759159088
50,11,high,1000,20,20,4870.027822971344
50,11,high,1000,20,21,4791.692039966583
50,11,high,1000,20,22,4741.238136053085
50,11,high,1000,20,23,4711.079777002335
50,11,high,1000,20,24,4690.256255149841
50,11,high,1000,20,25,4684.24538397789
50,11,high,1000,20,26,4683.990923166275
50,11,high,1000,20,27,4521.7046320438385
50,11,high,1000,20,28,4521.7046320438385
50,11,high,1000,20,29,4521.7046320438385
50,11,high,1000,20,30,4521.7046320438385
50,11,high,1000,20,31,4521.7046320438385
50,11,high,1000,20,32,4521.7046320438385
100,9,low,100,20,1,72536.50994563103
100,9,low,100,20,2,36391.20606136322
100,9,low,100,20,3,24254.005722522736
100,9,low,100,20,4,18419.212116003036
100,9,low,100,20,5,15581.7071890831
100,9,low,100,20,6,13408.004615068436
100,9,low,100,20,7,11678.38244509697
100,9,low,100,20,8,10378.55266213417
100,9,low,100,20,9,9978.571605205536
100,9,low,100,20,10,9793.317551136017
100,9,low,100,20,11,9324.909009933472
100,9,low,100,20,12,9036.463858127594
100,9,low,100,20,13,8994.604614973068
100,9,low,100,20,14,8851.209804058075
100,9,low,100,20,15,8851.209804058075
100,9,low,100,20,16,8851.209804058075
100,9,low,100,20,17,8851.209804058075
100,9,low,100,20,18,8851.209804058075
100,9,low,100,20,19,8851.209804058075
100,9,low,100,20,20,8851.209804058075
100,9,low,100,20,21,8851.209804058075
100,9,low,100,20,22,8851.209804058075
100,9,low,100,20,23,8851.209804058075
100,9,low,100,20,24,8851.209804058075
100,9,low,100,20,25,8851.209804058075
100,9,low,100,20,26,8851.209804058075
100,9,low,100,20,27,8851.209804058075
100,9,low,100,20,28,8851.209804058075
100,9,low,100,20,29,8851.209804058075
100,9,low,100,20,30,8851.209804058075
100,9,low,100,20,31,8851.209804058075
100,9,low,100,20,32,8851.209804058075
100,9,low,1000,10,1,8864.204919576645
100,9,low,1000,10,2,4437.455728292465
100,9,low,1000,10,3,2991.273797750473
100,9,low,1000,10,4,2239.291367292404
100,9,low,1000,10,5,1810.5856454372406
100,9,low,1000,10,6,1510.9551146030426
100,9,low,1000,10,7,1312.4599871635437
100,9,low,1000,10,8,1152.3285782337189
100,9,low,1000,10,9,1048.6139328479767
100,9,low,1000,10,10,958.0273690223694
100,9,low,1000,10,11,882.9185583591461
100,9,low,1000,10,12,821.1482334136963
100,9,low,1000,10,13,759.0940403938293
100,9,low,1000,10,14,716.2710728645325
100,9,low,1000,10,15,676.2604930400848
100,9,low,1000,10,16,639.3552014827728
100,9,low,1000,10,17,609.3591511249542
100,9,low,1000,10,18,581.2888250350952
100,9,low,1000,10,19,558.7588150501251
100,9,low,1000,10,20,539.8311076164246
100,9,low,1000,10,21,518.1851921081543
100,9,low,1000,10,22,498.4056522846222
100,9,low,1000,10,23,485.43046140670776
100,9,low,1000,10,24,473.5925908088684
100,9,low,1000,10,25,456.50576186180115
100,9,low,1000,10,26,440.8504765033722
100,9,low,1000,10,27,430.9130458831787
100,9,low,1000,10,28,418.7561106681824
100,9,low,1000,10,29,405.19256019592285
100,9,low,1000,10,30,398.4109032154083
100,9,low,1000,10,31,388.5959222316742
100,9,low,1000,10,32,382.44128680229187
100,18,low,1000,20,1,81917.9701230526
100,18,low,1000,20,2,41284.69199538231
100,18,low,1000,20,3,28029.500771522522
100,18,low,1000,20,4,21494.122044563293
100,18,low,1000,20,5,17303.61784386635
100,18,low,1000,20,6,15510.761028289795
100,18,low,1000,20,7,13800.06907916069
100,18,low,1000,20,8,12612.572672843933
100,18,low,1000,20,9,11565.038048028946
100,18,low,1000,20,10,10600.099916934967
100,18,low,1000,20,11,9732.226864814758
100,18,low,1000,20,12,9411.377564907074
100,18,low,1000,20,13,9411.377564907074
100,18,low,1000,20,14,9411.377564907074
100,18,low,1000,20,15,9411.377564907074
100,18,low,1000,20,16,9411.377564907074
100,18,low,1000,20,17,9411.377564907074
100,18,low,1000,20,18,9411.377564907074
100,18,low,1000,20,19,9411.377564907074
100,18,low,1000,20,20,9411.377564907074
100,18,low,1000,20,21,9411.377564907074
100,18,low,1000,20,22,9411.377564907074
100,18,low,1000,20,23,9411.377564907074
100,18,low,1000,20,24,9411.377564907074
100,18,low,1000,20,25,9411.377564907074
100,18,low,1000,20,26,9411.377564907074
100,18,low,1000,20,27,9411.377564907074
100,18,low,1000,20,28,9411.377564907074
100,18,low,1000,20,29,9411.377564907074
100,18,low,1000,20,30,9411.377564907074
100,18,low,1000,20,31,9411.377564907074
100,18,low,1000,20,32,9411.377564907074
100,9,low,1000,20,1,39088.68475461006
100,9,low,1000,20,2,19958.489186525345
100,9,low,1000,20,3,13811.171903133392
100,9,low,1000,20,4,10898.111369371414
100,9,low,1000,20,5,8835.493812084198
100,9,low,1000,20,6,7454.241061449051
100,9,low,1000,20,7,6669.403774738312
100,9,low,1000,20,8,6118.596480607986
100,9,low,1000,20,9,5682.894246101379
100,9,low,1000,20,10,5290.206138134003
100,9,low,1000,20,11,5028.00767159462
100,9,low,1000,20,12,4899.402617931366
100,9,low,1000,20,13,4754.106016635895
100,9,low,1000,20,14,4622.467309951782
100,9,low,1000,20,15,4522.2447645664215
100,9,low,1000,20,16,4455.757746696472
100,9,low,1000,20,17,4363.120577812195
100,9,low,1000,20,18,4262.275416851044
100,9,low,1000,20,19,4187.734479904175
100,9,low,1000,20,20,4147.63117980957
100,9,low,1000,20,21,4089.416826725006
100,9,low,1000,20,22,4066.4395508766174
100,9,low,1000,20,23,4030.7800068855286
100,9,low,1000,20,24,3976.40088391304
100,9,low,1000,20,25,3936.6690447330475
100,9,low,1000,20,26,3929.7677097320557
100,9,low,1000,20,27,3921.0046169757843
100,9,low,1000,20,28,3872.882031917572
100,9,low,1000,20,29,3860.5718269348145
100,9,low,1000,20,30,3813.351035118103
100,9,low,1000,20,31,3799.0750267505646
100,9,low,1000,20,32,3796.217470884323
100,9,high,100,10,1,8070.915503740311
100,9,high,100,10,2,4044.5567774772644
100,9,high,100,10,3,2698.6639461517334
100,9,high,100,10,4,2031.1594018936157
100,9,high,100,10,5,1631.5665459632874
100,9,high,100,10,6,1370.7584052085876
100,9,high,100,10,7,1174.2287337779999
100,9,high,100,10,8,1045.644642829895
100,9,high,100,10,9,941.5939376354218
100,9,high,100,10,10,864.1879868507385
100,9,high,100,10,11,794.0104689598083
100,9,high,100,10,12,743.5100767612457
100,9,high,100,10,13,709.3221640586853
100,9,high,100,10,14,669.910887002945
100,9,high,100,10,15,643.6498470306396
100,9,high,100,10,16,615.2425830364227
100,9,high,100,10,17,578.7588922977448
100,9,high,100,10,18,556.5146408081055
100,9,high,100,10,19,539.2748339176178
100,9,high,100,10,20,524.442705154419
100,9,high,100,10,21,509.75082182884216
100,9,high,100,10,22,498.5741958618164
100,9,high,100,10,23,482.2307267189026
100,9,high,100,10,24,474.9443256855011
100,9,high,100,10,25,459.40084171295166
100,9,high,100,10,26,448.3019218444824
100,9,high,100,10,27,433.06936407089233
100,9,high,100,10,28,426.252986907959
100,9,high,100,10,29,417.06934571266174
100,9,high,100,10,30,411.15174174308777
100,9,high,100,10,31,406.248055934906
100,9,high,100,10,32,400.0583529472351
100,9,high,100,20,1,57099.399237155914
100,9,high,100,20,2,28914.37906074524
100,9,high,100,20,3,19421.99451327324
100,9,high,100,20,4,14862.644336223602
100,9,high,100,20,5,12823.975995063782
100,9,high,100,20,6,10728.459147930145
100,9,high,100,20,7,8924.167598962784
100,9,high,100,20,8,8121.09530711174
100,9,high,100,20,9,7407.533948898315
100,9,high,100,20,10,6977.917450904846
100,9,high,100,20,11,6546.149060964584
100,9,high,100,20,12,6313.2503209114075
100,9,high,100,20,13,6147.952213764191
100,9,high,100,20,14,6020.23171710968
100,9,high,100,20,15,5862.971366643906
100,9,high,100,20,16,5747.680963754654
100,9,high,100,20,17,5696.567117929459
100,9,high,100,20,18,5628.45011806488
100,9,high,100,20,19,5593.439044952393
100,9,high,100,20,20,5557.0635640621185
100,9,high,100,20,21,5478.598201036453
100,9,high,100,20,22,5418.59161901474
100,9,high,100,20,23,5392.657794237137
100,9,high,100,20,24,5374.537515878677
100,9,high,100,20,25,5358.805160045624
100,9,high,100,20,26,5321.0053651332855
100,9,high,100,20,27,5275.044954061508
100,9,high,100,20,28,5272.322569131851
100,9,high,100,20,29,5267.952710151672
100,9,high,100,20,30,5260.914003133774
100,9,high,100,20,31,5240.223101139069
100,9,high,100,20,32,5237.3573570251465
100,10,low,100,20,1,26705.734875679016
100,10,low,100,20,2,13387.010852336884
100,10,low,100,20,3,9213.950349092484
100,10,low,100,20,4,7282.742420196533
100,10,low,100,20,5,6061.03786611557
100,10,low,100,20,6,5148.503374099731
100,10,low,100,20,7,4587.47237610817
100,10,low,100,20,8,4161.759776592255
100,10,low,100,20,9,3815.061770915985
100,10,low,100,20,10,3546.806304693222
100,10,low,100,20,11,3321.2251150608063
100,10,low,100,20,12,3125.0633161067963
100,10,low,100,20,13,2862.614269256592
100,10,low,100,20,14,2734.7935602664948
100,10,low,100,20,15,2634.7362291812897
100,10,low,100,20,16,2550.449965953827
100,10,low,100,20,17,2408.434246778488
100,10,low,100,20,18,2362.6184029579163
100,10,low,100,20,19,2316.2453088760376
100,10,low,100,20,20,2250.6814239025116
100,10,low,100,20,21,2225.5889348983765
100,10,low,100,20,22,2175.0840022563934
100,10,low,100,20,23,2137.968211889267
100,10,low,100,20,24,2105.3211512565613
100,10,low,100,20,25,2068.3461740016937
100,10,low,100,20,26,2028.0754601955414
100,10,low,100,20,27,2006.1103370189667
100,10,low,100,20,28,1976.7804307937622
100,10,low,100,20,29,1951.3161749839783
100,10,low,100,20,30,1931.2362401485443
100,10,low,100,20,31,1919.3680012226105
100,10,low,100,20,32,1903.9187450408936
100,10,low,1000,20,1,42922.58948421478
100,10,low,1000,20,2,21911.992525815964
100,10,low,1000,20,3,16948.964876651764
100,10,low,1000,20,4,14522.353376626968
100,10,low,1000,20,5,13111.377692937851
100,10,low,1000,20,6,12082.596029996872
100,10,low,1000,20,7,11405.053139925003
100,10,low,1000,20,8,10895.816873073578
100,10,low,1000,20,9,10242.44112110138
100,10,low,1000,20,10,9952.516339540482
100,10,low,1000,20,11,9743.132504940033
100,10,low,1000,20,12,9508.81894493103
100,10,low,1000,20,13,9307.618781805038
100,10,low,1000,20,14,9129.479903936386
100,10,low,1000,20,15,8988.19465637207
100,10,low,1000,20,16,8900.930073022842
100,10,low,1000,20,17,8778.944193124771
100,10,low,1000,20,18,8673.130961179733
100,10,low,1000,20,19,8613.00254893303
100,10,low,1000,20,20,8447.522112846375
100,10,low,1000,20,21,8402.381451129913
100,10,low,1000,20,22,8335.54011106491
100,10,low,1000,20,23,8284.035964012146
100,10,low,1000,20,24,8236.245249032974
100,10,low,1000,20,25,8164.0144510269165
100,10,low,1000,20,26,8144.969944238663
100,10,low,1000,20,27,8107.36248421669
100,10,low,1000,20,28,8081.400413036346
100,10,low,1000,20,29,8031.679964065552
100,10,low,1000,20,30,7993.141274213791
100,10,low,1000,20,31,7972.965940952301
100,10,low,1000,20,32,7923.19088602066
50,12,high,100,20,1,27088.848060131073
50,12,high,100,20,2,13574.262972354889
50,12,high,100,20,3,9718.745506763458
50,12,high,100,20,4,7483.051660299301
50,12,high,100,20,5,6168.177117347717
50,12,high,100,20,6,5877.174139738083
50,12,high,100,20,7,5477.838900089264
50,12,high,100,20,8,5435.028026819229
50,12,high,100,20,9,5130.0979180336
50,12,high,100,20,10,4980.004093170166
50,12,high,100,20,11,4869.984762907028
50,12,high,100,20,12,4832.8963050842285
50,12,high,100,20,13,4775.360746860504
50,12,high,100,20,14,4653.0603268146515
50,12,high,100,20,15,4644.777129888535
50,12,high,100,20,16,4619.597286939621
50,12,high,100,20,17,4607.560318946838
50,12,high,100,20,18,4595.113929748535
50,12,high,100,20,19,4551.510255098343
50,12,high,100,20,20,4497.355993032455
50,12,high,100,20,21,4338.211236953735
50,12,high,100,20,22,4338.211236953735
50,12,high,100,20,23,4338.211236953735
50,12,high,100,20,24,4338.211236953735
50,12,high,100,20,25,4338.211236953735
50,12,high,100,20,26,4338.211236953735
50,12,high,100,20,27,4338.211236953735
50,12,high,100,20,28,4338.211236953735
50,12,high,100,20,29,4338.211236953735
50,12,high,100,20,30,4338.211236953735
50,12,high,100,20,31,4338.211236953735
50,12,high,100,20,32,4338.211236953735
100,10,high,100,10,1,7363.3871014118195
100,10,high,100,10,2,3692.932152748108
100,10,high,100,10,3,2465.7661752700806
100,10,high,100,10,4,1865.4896779060364
100,10,high,100,10,5,1499.1698739528656
100,10,high,100,10,6,1255.822804927826
100,10,high,100,10,7,1067.1035628318787
100,10,high,100,10,8,954.1413433551788
100,10,high,100,10,9,844.9476761817932
100,10,high,100,10,10,771.1252567768097
100,10,high,100,10,11,717.2663373947144
100,10,high,100,10,12,661.4991137981415
100,10,high,100,10,13,620.084136724472
100,10,high,100,10,14,585.3503909111023
100,10,high,100,10,15,559.2973129749298
100,10,high,100,10,16,518.748471736908
100,10,high,100,10,17,496.0783779621124
100,10,high,100,10,18,471.66085481643677
100,10,high,100,10,19,453.16298174858093
100,10,high,100,10,20,435.3650586605072
100,10,high,100,10,21,421.6191232204437
100,10,high,100,10,22,409.4590857028961
100,10,high,100,10,23,393.7137887477875
100,10,high,100,10,24,381.5848376750946
100,10,high,100,10,25,373.2357540130615
100,10,high,100,10,26,363.4703526496887
100,10,high,100,10,27,355.53451466560364
100,10,high,100,10,28,345.8829987049103
100,10,high,100,10,29,338.9852440357208
100,10,high,100,10,30,333.5340344905853
100,10,high,100,10,31,327.0594816207886
100,10,high,100,10,32,318.18677282333374
100,10,high,100,20,1,72292.10186600685
100,10,high,100,20,2,36159.80585479736
100,10,high,100,20,3,24497.860667705536
100,10,high,100,20,4,18588.7412545681
100,10,high,100,20,5,15391.395917654037
100,10,high,100,20,6,13921.178699493408
100,10,high,100,20,7,12776.78711771965
100,10,high,100,20,8,11852.564310073853
100,10,high,100,20,9,11351.241471767426
100,10,high,100,20,10,10543.316802978516
100,10,high,100,20,11,10176.088748693466
100,10,high,100,20,12,9729.82719373703
100,10,high,100,20,13,9515.120612859726
100,10,high,100,20,14,9355.005910634995
100,10,high,100,20,15,9241.919396877289
100,10,high,100,20,16,9085.771802663803
100,10,high,100,20,17,8944.765981912613
100,10,high,100,20,18,8900.385417699814
100,10,high,100,20,19,8851.573391914368
100,10,high,100,20,20,8739.63374376297
100,10,high,100,20,21,8473.38167476654
100,10,high,100,20,22,8364.365335941315
100,10,high,100,20,23,8303.855816841125
100,10,high,100,20,24,8234.570336818695
100,10,high,100,20,25,8162.2132358551025
100,10,high,100,20,26,8126.8206968307495
100,10,high,100,20,27,8051.274866819382
100,10,high,100,20,28,7968.800686597824
100,10,high,100,20,29,7925.772487640381
100,10,high,100,20,30,7889.135173797607
100,10,high,100,20,31,7858.663370609283
100,10,high,100,20,32,7850.421584606171
100,10,high,1000,20,1,88534.76829051971
100,10,high,1000,20,2,44450.170305490494
100,10,high,1000,20,3,32107.452440977097
100,10,high,1000,20,4,25572.787177562714
100,10,high,1000,20,5,21940.200089931488
100,10,high,1000,20,6,18831.310966730118
100,10,high,1000,20,7,17497.84116411209
100,10,high,1000,20,8,16529.19731402397
100,10,high,1000,20,9,15194.96486711502
100,10,high,1000,20,10,14455.147481679916
100,10,high,1000,20,11,13779.119485139847
100,10,high,1000,20,12,13485.010254144669
100,10,high,1000,20,13,13000.524754047394
100,10,high,1000,20,14,12872.951900720596
100,10,high,1000,20,15,12742.265370845795
100,10,high,1000,20,16,12675.839900970459
100,10,high,1000,20,17,12552.726979494095
100,10,high,1000,20,18,12487.23524403572
100,10,high,1000,20,19,12408.152338027954
100,10,high,1000,20,20,12342.70355296135
100,10,high,1000,20,21,12288.603033065796
100,10,high,1000,20,22,12220.82811498642
100,10,high,1000,20,23,12201.955770015717
100,10,high,1000,20,24,12144.071341991425
100,10,high,1000,20,25,12138.346972942352
100,10,high,1000,20,26,12062.138695955276
100,10,high,1000,20,27,12040.873411893845
100,10,high,1000,20,28,12034.094188928604
100,10,high,1000,20,29,11996.83155798912
100,10,high,1000,20,30,11978.629819869995
100,10,high,1000,20,31,11965.14576792717
100,10,high,1000,20,32,11963.045665979385
50,12,low,100,20,1,42402.331006765366
50,12,low,100,20,2,22382.66731238365
50,12,low,100,20,3,15576.348101615906
50,12,low,100,20,4,12317.448946714401
50,12,low,100,20,5,9949.253208875656
50,12,low,100,20,6,8456.733981132507
50,12,low,100,20,7,8351.73736691475
50,12,low,100,20,8,8351.73736691475
50,12,low,100,20,9,8351.73736691475
50,12,low,100,20,10,8351.73736691475
50,12,low,100,20,11,8351.73736691475
50,12,low,100,20,12,8351.73736691475
50,12,low,100,20,13,8351.73736691475
50,12,low,100,20,14,8351.73736691475
50,12,low,100,20,15,8351.73736691475
50,12,low,100,20,16,8351.73736691475
50,12,low,100,20,17,8351.73736691475
50,12,low,100,20,18,8351.73736691475
50,12,low,100,20,19,8351.73736691475
50,12,low,100,20,20,8351.73736691475
50,12,low,100,20,21,8351.73736691475
50,12,low,100,20,22,8351.73736691475
50,12,low,100,20,23,8351.73736691475
50,12,low,100,20,24,8351.73736691475
50,12,low,100,20,25,8351.73736691475
50,12,low,100,20,26,8351.73736691475
50,12,low,100,20,27,8351.73736691475
50,12,low,100,20,28,8351.73736691475
50,12,low,100,20,29,8351.73736691475
50,12,low,100,20,30,8351.73736691475
50,12,low,100,20,31,8351.73736691475
50,12,low,100,20,32,8351.73736691475
50,13,low,1000,20,1,48164.27573776245
50,13,low,1000,20,2,25749.35112094879
50,13,low,1000,20,3,19419.456972122192
50,13,low,1000,20,4,16136.087887763977
50,13,low,1000,20,5,14378.839081048965
50,13,low,1000,20,6,13108.508477926254
50,13,low,1000,20,7,11985.902643203735
50,13,low,1000,20,8,11431.397316932678
50,13,low,1000,20,9,10935.748335123062
50,13,low,1000,20,10,10456.689486026764
50,13,low,1000,20,11,10056.197901964188
50,13,low,1000,20,12,9729.031182050705
50,13,low,1000,20,13,9343.338770151138
50,13,low,1000,20,14,9190.140878200531
50,13,low,1000,20,15,9036.0658390522
50,13,low,1000,20,16,8793.231906175613
50,13,low,1000,20,17,8779.416105985641
50,13,low,1000,20,18,8563.511933088303
50,13,low,1000,20,19,8484.914858102798
50,13,low,1000,20,20,8248.926253080368
50,13,low,1000,20,21,8147.04506111145
50,13,low,1000,20,22,8105.7136290073395
50,13,low,1000,20,23,8086.450762987137
50,13,low,1000,20,24,8002.7586262226105
50,13,low,1000,20,25,7937.551381111145
50,13,low,1000,20,26,7918.880211114883
50,13,low,1000,20,27,7888.074417114258
50,13,low,1000,20,28,7604.294531106949
50,13,low,1000,20,29,7604.294531106949
50,13,low,1000,20,30,7604.294531106949
50,13,low,1000,20,31,7604.294531106949
50,13,low,1000,20,32,7604.294531106949
50,18,low,100,20,1,24217.065506458282
50,18,low,100,20,2,12166.13939833641
50,18,low,100,20,3,8848.794346094131
50,18,low,100,20,4,6657.535175323486
50,18,low,100,20,5,5529.050656080246
50,18,low,100,20,6,4867.863967180252
50,18,low,100,20,7,4351.179752111435
50,18,low,100,20,8,3926.9861195087433
50,18,low,100,20,9,3554.4540269374847
50,18,low,100,20,10,3554.4540269374847
50,18,low,100,20,11,3554.4540269374847
50,18,low,100,20,12,3554.4540269374847
50,18,low,100,20,13,3554.4540269374847
50,18,low,100,20,14,3554.4540269374847
50,18,low,100,20,15,3554.4540269374847
50,18,low,100,20,16,3554.4540269374847
50,18,low,100,20,17,3554.4540269374847
50,18,low,100,20,18,3554.4540269374847
50,18,low,100,20,19,3554.4540269374847
50,18,low,100,20,20,3554.4540269374847
50,18,low,100,20,21,3554.4540269374847
50,18,low,100,20,22,3554.4540269374847
50,18,low,100,20,23,3554.4540269374847
50,18,low,100,20,24,3554.4540269374847
50,18,low,100,20,25,3554.4540269374847
50,18,low,100,20,26,3554.4540269374847
50,18,low,100,20,27,3554.4540269374847
50,18,low,100,20,28,3554.4540269374847
50,18,low,100,20,29,3554.4540269374847
50,18,low,100,20,30,3554.4540269374847
50,18,low,100,20,31,3554.4540269374847
50,18,low,100,20,32,3554.4540269374847
50,18,low,1000,20,1,20234.69557929039
50,18,low,1000,20,2,10118.819807767868
50,18,low,1000,20,3,7356.50753235817
50,18,low,1000,20,4,5840.449461221695
50,18,low,1000,20,5,5012.252246141434
50,18,low,1000,20,6,4456.8819789886475
50,18,low,1000,20,7,3933.285616159439
50,18,low,1000,20,8,3540.155216217041
50,18,low,1000,20,9,3248.088737010956
50,18,low,1000,20,10,3107.450157403946
50,18,low,1000,20,11,2926.9679250717163
50,18,low,1000,20,12,2861.1657752990723
50,18,low,1000,20,13,2762.4432711601257
50,18,low,1000,20,14,2719.916080236435
50,18,low,1000,20,15,2653.300945997238
50,18,low,1000,20,16,2620.486314058304
50,18,low,1000,20,17,2603.6880662441254
50,18,low,1000,20,18,2564.1077942848206
50,18,low,1000,20,19,2494.745257139206
50,18,low,1000,20,20,2491.563217163086
50,18,low,1000,20,21,2477.6659882068634
50,18,low,1000,20,22,2476.071665287018
50,18,low,1000,20,23,2459.424221277237
50,18,low,1000,20,24,2453.3566381931305
50,18,low,1000,20,25,2429.2878992557526
50,18,low,1000,20,26,2426.8676750659943
50,18,low,1000,20,27,2424.149161338806
50,18,low,1000,20,28,2413.823356151581
50,18,low,1000,20,29,2389.964075088501
50,18,low,1000,20,30,2375.9168322086334
50,18,low,1000,20,31,2375.34299325943
50,18,low,1000,20,32,2370.175366163254
50,13,high,1000,20,1,60514.60448765755
50,13,high,1000,20,2,30591.50652575493
50,13,high,1000,20,3,21203.376163959503
50,13,high,1000,20,4,16290.670725107193
50,13,high,1000,20,5,13282.821341991425
50,13,high,1000,20,6,12091.12848520279
50,13,high,1000,20,7,11137.513129234314
50,13,high,1000,20,8,9945.449676036835
50,13,high,1000,20,9,9748.170127868652
50,13,high,1000,20,10,9748.170127868652
50,13,high,1000,20,11,9748.170127868652
50,13,high,1000,20,12,9748.170127868652
50,13,high,1000,20,13,9748.170127868652
50,13,high,1000,20,14,9748.170127868652
50,13,high,1000,20,15,9748.170127868652
50,13,high,1000,20,16,9748.170127868652
50,13,high,1000,20,17,9748.170127868652
50,13,high,1000,20,18,9748.170127868652
50,13,high,1000,20,19,9748.170127868652
50,13,high,1000,20,20,9748.170127868652
50,13,high,1000,20,21,9748.170127868652
50,13,high,1000,20,22,9748.170127868652
50,13,high,1000,20,23,9748.170127868652
50,13,high,1000,20,24,9748.170127868652
50,13,high,1000,20,25,9748.170127868652
50,13,high,1000,20,26,9748.170127868652
50,13,high,1000,20,27,9748.170127868652
50,13,high,1000,20,28,9748.170127868652
50,13,high,1000,20,29,9748.170127868652
50,13,high,1000,20,30,9748.170127868652
50,13,high,1000,20,31,9748.170127868652
50,13,high,1000,20,32,9748.170127868652
100,14,low,100,20,1,83071.95990371704
100,14,low,100,20,2,42386.73151946068
100,14,low,100,20,3,28429.554068803787
100,14,low,100,20,4,21695.064613819122
100,14,low,100,20,5,17960.251699209213
100,14,low,100,20,6,15435.02891755104
100,14,low,100,20,7,13321.429693460464
100,14,low,100,20,8,11646.13346171379
100,14,low,100,20,9,10703.389101266861
100,14,low,100,20,10,9824.258687257767
100,14,low,100,20,11,9142.933959245682
100,14,low,100,20,12,8670.22021317482
100,14,low,100,20,13,8209.192856311798
100,14,low,100,20,14,7582.940724372864
100,14,low,100,20,15,7251.690607309341
100,14,low,100,20,16,6987.8682951927185
100,14,low,100,20,17,6739.654647827148
100,14,low,100,20,18,6460.262065172195
100,14,low,100,20,19,6252.543828010559
100,14,low,100,20,20,6104.487951040268
100,14,low,100,20,21,6018.407679080963
100,14,low,100,20,22,5764.581677913666
100,14,low,100,20,23,5649.960126161575
100,14,low,100,20,24,5533.053519964218
100,14,low,100,20,25,5451.782351016998
100,14,low,100,20,26,5393.60191988945
100,14,low,100,20,27,5196.908305883408
100,14,low,100,20,28,5045.959275960922
100,14,low,100,20,29,4965.960546016693
100,14,low,100,20,30,4863.958274126053
100,14,low,100,20,31,4823.638907194138
100,14,low,100,20,32,4781.446145296097
100,13,low,100,20,1,31752.538444280624
100,13,low,100,20,2,15892.293357372284
100,13,low,100,20,3,10768.672983169556
100,13,low,100,20,4,8676.542316198349
100,13,low,100,20,5,7486.856662750244
100,13,low,100,20,6,6684.634892702103
100,13,low,100,20,7,6139.063472032547
100,13,low,100,20,8,5598.392938613892
100,13,low,100,20,9,5228.162289619446
100,13,low,100,20,10,4852.625922203064
100,13,low,100,20,11,4600.4817769527435
100,13,low,100,20,12,4427.2040231227875
100,13,low,100,20,13,4257.935808897018
100,13,low,100,20,14,4123.3115611076355
100,13,low,100,20,15,4041.7787387371063
100,13,low,100,20,16,3910.583195924759
100,13,low,100,20,17,3809.2266249656677
100,13,low,100,20,18,3743.804170846939
100,13,low,100,20,19,3683.712539434433
100,13,low,100,20,20,3615.8070318698883
100,13,low,100,20,21,3555.048539161682
100,13,low,100,20,22,3501.261551618576
100,13,low,100,20,23,3489.233441591263
100,13,low,100,20,24,3461.199402809143
100,13,low,100,20,25,3430.76464676857
100,13,low,100,20,26,3381.565623998642
100,13,low,100,20,27,3356.1563975811005
100,13,low,100,20,28,3325.7979810237885
100,13,low,100,20,29,3306.1454792022705
100,13,low,100,20,30,3282.592467069626
100,13,low,100,20,31,3269.775486946106
100,13,low,100,20,32,3262.8705048561096
100,20,low,1000,10,1,21967.98365354538
100,20,low,1000,10,2,11502.404846668243
100,20,low,1000,10,3,7910.033898830414
100,20,low,1000,10,4,5888.240056276321
100,20,low,1000,10,5,5614.394457817078
100,20,low,1000,10,6,5488.943580627441
100,20,low,1000,10,7,5427.488423585892
100,20,low,1000,10,8,5340.446174860001
100,20,low,1000,10,9,5298.70934510231
100,20,low,1000,10,10,5278.995819807053
100,20,low,1000,10,11,5255.767087697983
100,20,low,1000,10,12,5232.971472740173
100,20,low,1000,10,13,5209.183656692505
100,20,low,1000,10,14,5202.070465803146
100,20,low,1000,10,15,5195.896062850952
100,20,low,1000,10,16,5175.4779307842255
100,20,low,1000,10,17,5159.129205703735
100,20,low,1000,10,18,5149.4186408519745
100,20,low,1000,10,19,5148.460595846176
100,20,low,1000,10,20,5147.831231832504
100,20,low,1000,10,21,5145.860771894455
100,20,low,1000,10,22,5128.356910943985
100,20,low,1000,10,23,5125.423479795456
100,20,low,1000,10,24,5122.611404657364
100,20,low,1000,10,25,5121.699917793274
100,20,low,1000,10,26,5121.4802577495575
100,20,low,1000,10,27,5119.561182975769
100,20,low,1000,10,28,5118.664462804794
