ntaxa,ngt,ils,nbp,m,r,imethod,gtee,hwcd,input_error,runtime_parallel,runtime_serial
50,1000,high,1000,20,9,squirrel,0.0632978723404255,74,88,21.1769621744752,23.7780640497804
100,100,low,100,20,8,squirrel,0.221237113402062,140,120,27.4183513261378,38.6664875969291
100,100,low,100,20,9,squirrel,0.204948453608247,90,88,28.4556667581201,31.9919386617839
100,100,high,100,20,9,squirrel,0.402371134020619,196,236,35.6874635256827,51.2691815719008
100,100,high,1000,20,8,squirrel,0.0729896907216495,162,218,34.477039039135,48.3916537314653
100,100,high,1000,20,9,squirrel,0.0703092783505155,194,194,34.0583877116442,48.956901717931
100,1000,low,100,20,8,squirrel,0.222711340206185,102,94,22.5209716819227,26.7947166003287
100,1000,low,100,20,9,squirrel,0.208690721649484,62,60,26.2225673049688,37.6168160028756
100,1000,high,100,20,8,squirrel,0.463742268041237,180,172,43.4915568232536,61.0752657689154
100,1000,high,100,20,9,squirrel,0.94872852233677,176,222,34.3563498444855,49.3469483442605
100,1000,high,1000,20,8,squirrel,0.93051436132091,190,170,37.5071253702044,54.840359583497
100,1000,high,1000,20,9,squirrel,0.0746288659793814,180,146,38.7053847536445,56.7943014353514
200,100,low,100,20,3,squirrel,0.233553299492386,262,184,32.6910600699484,47.15135287866
200,100,low,100,20,4,squirrel,0.218071065989848,216,202,29.343587975949,53.6493788175285
200,100,low,100,20,6,squirrel,0.203807106598985,170,160,28.2820739150047,44.2167526707053
200,100,low,100,20,7,squirrel,0.234517766497462,216,214,23.2060816511512,44.9094561636448
200,100,low,100,20,8,squirrel,0.217157360406091,240,212,33.837984200567,52.5497755594552
200,100,low,100,20,9,squirrel,0.216091370558376,208,216,29.3024966977537,51.7775914818048
50,100,low,100,20,10,squirrel,0.199574468085106,44,36,18.6822540536523,19.8633028417826
50,100,high,100,20,10,squirrel,0.387659574468085,94,86,21.4178034327924,23.1814064718783
50,1000,low,100,20,10,squirrel,0.214255319148936,48,50,22.9795384779572,29.2313934192061
50,1000,high,100,20,10,squirrel,0.429702127659574,74,82,20.8740629255772,22.7564401067793
50,1000,high,1000,20,10,squirrel,0.935829787234043,86,92,21.9372051246464,24.5014726780355
100,100,low,100,20,10,squirrel,0.199175257731959,110,106,28.5428714677691,36.9067279286683
100,100,high,100,20,10,squirrel,0.430927835051546,184,212,41.3813709355891,58.9703163467348
100,100,high,1000,20,10,squirrel,0.0775257731958763,204,220,37.393749255687,52.6411504112184
100,1000,low,100,20,10,squirrel,0.207525773195876,98,104,22.6512892208993,31.5001032203436
100,1000,high,100,20,10,squirrel,0.432072164948453,184,158,35.1328888162971,51.9838073551655
200,100,low,100,20,10,squirrel,0.235634517766497,242,244,28.5511387251318,60.4175456725061
200,100,high,100,20,2,squirrel,0.469187817258883,374,412,113.182268254459,167.200206648558
200,100,high,100,20,3,squirrel,0.443502538071066,388,422,129.85710561648,180.543971445411
200,100,high,100,20,4,squirrel,0.495989847715736,406,462,140.682126644999,193.049708127975
200,100,high,100,20,6,squirrel,0.479340101522843,378,424,138.930348169059,191.638489872217
200,100,high,100,20,7,squirrel,0.393857868020305,388,394,136.491663277149,196.700319845229
200,100,high,100,20,10,squirrel,0.431624365482233,396,460,140.394910302013,189.17467411235
200,100,high,1000,20,2,squirrel,0.938103815293925,404,456,204.768019020557,252.348021775484
200,100,high,1000,20,3,squirrel,0.890779271489931,386,424,166.068238180131,216.367903284729
200,100,high,1000,20,6,squirrel,0.551924703891709,382,420,140.56012256816,192.034233279526
200,100,high,1000,20,8,squirrel,0.941487910048578,396,396,117.006091281772,167.276966247708
200,100,high,1000,20,9,squirrel,0.744248838967491,394,464,151.617440827191,200.369195982814
200,100,high,1000,20,10,squirrel,0.938071065989848,380,416,90.4756617248058,144.112607054412
200,1000,low,100,20,3,squirrel,0.582064297800338,234,260,28.32473513484,64.866499107331
200,1000,low,100,20,4,squirrel,0.221299492385787,288,214,40.8593650832772,72.1953546106815
200,1000,low,100,20,5,squirrel,0.208116751269036,258,176,45.2323560714722,79.652479365468
200,1000,low,100,20,6,squirrel,0.198751269035533,192,182,29.1863729953766,70.7183018364012
200,1000,low,100,20,8,squirrel,0.212005076142132,176,176,26.5140125118196,53.4557828120887
200,1000,low,100,20,9,squirrel,0.228857868020305,230,182,26.5592600703239,51.973809953779
200,1000,low,100,20,10,squirrel,0.227192893401015,260,216,30.7362210042775,50.4882663153112
200,1000,high,100,10,5,squirrel,0.478812182741117,404,276,121.117818195373,125.031978733838
200,1000,high,100,10,7,squirrel,0.442786802030457,400,292,113.211453102529,118.764430329204
200,1000,high,100,10,8,snaq,0.489421319796954,120,54,581.758177042007,4944.54094099998
200,1000,high,100,10,8,squirrel,0.489421319796954,372,278,103.289449118078,108.382704440504
200,1000,high,100,10,10,phylonet,0.445319796954315,114,54,1517.04777993153,10629.3187959315
200,1000,high,100,20,1,squirrel,0.476243654822335,376,344,173.862453982234,223.774909097701
200,1000,high,100,20,2,squirrel,0.489426395939086,372,318,140.294415332377,194.033398933709
200,1000,high,100,20,3,squirrel,0.471720812182741,394,358,142.260420113802,191.899847347289
200,1000,high,100,20,5,squirrel,0.455380710659898,402,384,220.234737068415,271.565788924694
200,1000,high,100,20,6,squirrel,0.438761421319797,370,342,148.090559102595,195.001986745745
200,1000,high,100,20,7,squirrel,0.45141116751269,386,336,150.885431572795,198.309235282242
200,1000,high,100,20,8,phylonet,0.441406091370558,78,66,54701.7861389287,175640.329492929
200,1000,high,100,20,8,squirrel,0.441406091370558,390,332,118.833729062229,163.428890451789
200,1000,high,100,20,10,squirrel,0.502680203045685,372,372,165.863721460104,216.136040657759
200,1000,high,1000,10,1,phylonet,0.937155038677881,346,132,1513.31668703027,6649.15819703027
200,1000,high,1000,10,2,phylonet,0.930717085394847,86,62,1759.22257396251,10354.3419839625
200,1000,high,1000,10,2,snaq,0.930717085394847,182,62,1064.66806411743,6103.73134541512
25,100,low,100,10,9,phylonet,0.185454545454545,10,18,390.497097101608,498.097807101608
25,100,low,100,20,1,phylonet,0.213636363636364,4,2,5265.12016695294,5491.44868795294
25,100,low,100,20,3,phylonet,0.232272727272727,2,6,7518.68780381287,7628.63991981287
25,1000,high,100,10,3,snaq,0.355045454545454,16,22,1642.82650995255,1960.88483190536
25,1000,high,100,10,8,snaq,0.359363636363636,14,18,28255.8493750095,28578.342001915
25,1000,high,1000,20,2,phylonet,0.0600909090909091,6,6,2393.92883513684,3940.79342713684
50,100,low,100,10,9,snaq,0.224468085106383,16,18,1395.69801688194,3086.2729010582
50,100,low,100,20,6,phylonet,0.212340425531915,4,8,3761.53739477698,5865.08967777698
50,100,low,100,20,6,snaq,0.212340425531915,8,10,24145.0100898743,32821.6084275246
50,100,low,100,20,9,snaq,0.222553191489362,6,12,70952.4848668575,116014.080018044
50,100,high,100,20,5,phylonet,0.378297872340426,52,48,6516.51646987773,14194.1781828777
50,100,high,100,20,10,phylonet,0.387659574468085,48,42,10286.9174749189,19895.0643379189
50,100,high,1000,10,6,snaq,0.0623404255319149,44,54,6497.74161577225,12937.6702988148
50,100,high,1000,20,4,snaq,0.0710638297872341,44,44,3397.28841280937,11041.5117168427
50,100,high,1000,20,8,snaq,0.0659574468085106,52,50,3153.55784511566,10069.5198521614
50,1000,low,100,10,2,phylonet,0.212042553191489,12,8,49.0721179372559,202.352653937256
50,1000,low,100,10,3,phylonet,0.215340425531915,8,6,382.783954156082,1195.64356515608
50,1000,low,100,10,4,snaq,0.174021276595745,2,8,2013.77641487122,3091.00247597694
50,1000,low,100,10,5,phylonet,0.216851063829787,6,4,249.664332905014,786.451676905014
50,1000,high,100,10,2,phylonet,0.396936170212766,40,22,4847.96271407475,11886.7141670748
50,1000,high,100,10,8,phylonet,0.420936170212766,38,12,2420.93884296089,7434.34383996089
50,1000,high,1000,10,4,snaq,0.0726170212765957,28,22,2143.04785704613,5866.66089820862
50,1000,high,1000,10,9,snaq,0.0618936170212766,24,24,1791.39823675156,5052.37837672234
50,1000,high,1000,20,6,phylonet,0.0636595744680851,20,22,2329.14470020578,8548.49257720578
100,100,low,100,10,3,phylonet,0.226494845360825,22,38,420.373905095306,1201.24910109531
100,100,low,100,10,6,phylonet,0.194742268041237,10,10,242.174443220825,744.597823220825
100,100,low,100,20,2,phylonet,0.190927835051546,16,32,9235.12467915924,26167.8228111592
100,100,low,100,20,7,phylonet,0.232680412371134,10,26,5085.16605801225,9625.63999201225
100,100,low,100,20,8,phylonet,0.221237113402062,34,46,18766.5670260677,37420.1299060677
100,100,low,100,20,8,snaq,0.221237113402062,76,48,33191.4907259941,88405.4032680988
100,100,high,100,10,4,snaq,0.439587628865979,106,84,699.929242134094,2982.71899795532
100,100,high,100,10,5,phylonet,0.415670103092784,154,118,1963.32574406703,7820.33721606703
100,100,high,100,20,4,snaq,0.388041237113402,72,86,50275.917591095,149943.586322784
100,100,high,1000,20,2,snaq,0.0822680412371134,152,104,39198.4450938702,117062.943256855
100,100,high,1000,20,3,phylonet,0.0698969072164948,116,110,36474.0900680541,117716.337613054
100,1000,low,100,20,3,phylonet,0.225927835051546,36,44,3470.56341379767,9944.04988879767
100,1000,low,100,20,6,phylonet,0.20479381443299,6,14,8118.25934710068,19599.5483941007
100,1000,low,100,20,7,snaq,0.206432989690722,6,10,40878.9133770466,111500.094640017
100,1000,low,100,20,8,snaq,0.222711340206185,10,12,26445.1753509045,49786.423640728
100,1000,high,100,10,2,phylonet,0.430628865979381,108,46,529.048254040039,3185.20171704004
100,1000,high,100,20,8,phylonet,0.463742268041237,32,40,64112.7217971852,154551.093476185
100,1000,high,100,20,10,phylonet,0.432072164948453,50,44,31947.0371691188,100290.119401119
100,1000,high,1000,10,2,phylonet,0.0651546391752578,102,28,1274.86294899582,4810.59564299582
200,100,low,100,10,2,snaq,0.23756345177665,212,48,718.846765756607,4564.31633853912
200,100,low,100,20,4,snaq,0.218071065989848,40,62,77672.0873179436,193951.419184923
200,100,high,100,10,6,phylonet,0.444213197969543,286,200,2289.88742603513,13813.6109090351
200,100,high,1000,10,3,snaq,0.764931418079706,320,168,940.213221073151,7095.08211398125
200,1000,low,100,10,1,snaq,0.220771573604061,12,30,805.033210039139,5818.43373370171
200,1000,low,100,10,4,phylonet,0.206507614213198,42,36,570.60577706337,3873.15916706337
25,100,high,1000,10,8,phylonet,0.0677272727272727,16,22,8950.99285304697,12967.641853047
25,1000,low,100,10,4,phylonet,0.236545454545455,2,2,454.555850014786,656.159014014786
50,100,low,100,10,8,snaq,0.23063829787234,4,12,799.745577812195,1561.17744016647
50,1000,low,100,10,1,snaq,0.27531914893617,8,6,696.078916072845,1377.25733685493
100,100,low,100,20,6,phylonet,0.222886597938144,28,34,6560.16304802535,17816.0201080253
100,1000,high,1000,10,4,phylonet,0.0664845360824742,34,38,918.006308941406,3112.91329194141
200,1000,low,100,20,8,phylonet,0.212005076142132,40,44,46099.1573099542,87747.7399779542
100,100,low,100,20,3,phylonet,0.217319587628866,14,26,3473.35649900948,11038.0686250095
200,1000,low,100,20,10,phylonet,0.227192893401015,70,38,9604.17458582597,47433.004115826
25,1000,low,100,20,1,phylonet,0.207,0,10,2814.71333290334,3011.95217490334
100,1000,high,100,10,3,phylonet,0.416123711340206,150,60,10742.1169849471,17725.1270239471
100,1000,high,100,20,5,phylonet,0.466072164948453,42,38,80790.9721988099,165801.93363881
25,100,low,100,10,9,phylonet-ml,0.18545454545454543,8,18,5832.779789981735,6690.544632981735
25,100,low,1000,10,6,phylonet-ml,0.48361522198731494,4,6,1109.7880860609741,1230.1233420609742
25,100,low,1000,10,7,phylonet-ml,0.039999999999999994,4,10,765.6140169485321,998.6860429485322
25,100,high,100,10,7,phylonet-ml,0.3713636363636364,14,16,18151.071338869493,35529.6685208695
25,100,high,1000,10,10,phylonet-ml,0.05500000000000001,14,20,18235.16754907176,22420.37414507176
25,1000,high,1000,10,1,phylonet-ml,0.8181818181818182,38,52,37.54628809449768,79.55800809449768
50,100,low,100,10,1,phylonet-ml,0.2802127659574468,24,22,3102.345541879486,5641.955757879487
50,100,low,100,10,4,phylonet-ml,0.2674468085106383,6,4,6709.367579088059,8632.35725808806
50,1000,low,1000,10,6,phylonet-ml,0.4814262238367065,8,10,5241.369512076324,11832.489640076325
50,1000,high,1000,10,5,phylonet-ml,0.9148936170212766,84,116,44.92244205073547,136.40697405073547
100,100,low,100,10,1,phylonet-ml,0.24350515463917524,22,18,939.4990289316102,2383.96033393161
100,100,low,1000,10,6,phylonet-ml,0.44154639175257737,6,26,505.82023410147093,1415.2280951014707
100,100,high,100,10,7,phylonet-ml,0.9478350515463917,132,94,3660.1336289368896,18751.34086293689
100,100,high,1000,10,1,phylonet-ml,0.06443298969072164,76,80,782.178542049057,3408.022146049057
100,1000,low,100,10,3,phylonet-ml,0.24211340206185564,38,38,23215.45288898747,42373.75588798747
100,1000,low,100,10,6,phylonet-ml,0.2586907216494845,10,14,10047.269183873887,29282.367124873886
100,1000,high,100,10,1,phylonet-ml,0.6126701030927838,138,26,14362.568503862061,54561.96585286206
25,100,low,100,10,4,phylonet,0.999090909090909,46,68,131.06720987974546,339.6150908797455
25,100,low,1000,10,1,phylonet,0.055909090909090915,2,0,125.52709213494873,194.54667213494872
25,100,low,1000,20,10,phylonet,0.06272727272727274,4,8,11133.494144138504,11215.424438138503
25,100,high,100,10,6,phylonet,0.3940909090909092,32,38,2362.754699977493,2612.6153419774932
25,100,high,100,10,10,phylonet,0.39590909090909093,14,16,1532.9492580826873,1762.0368740826873
25,100,high,100,20,2,phylonet,0.3490909090909091,16,22,3413.811360055649,5326.251763055649
25,100,high,100,20,3,phylonet,0.3809090909090909,18,26,7889.944933854965,9976.688536854965
25,1000,low,100,10,2,phylonet,0.18209090909090905,4,6,100.11921995471191,245.75044595471195
25,1000,low,1000,10,2,phylonet,0.1741741741741741,6,4,263.1571880107574,387.35983001075743
25,1000,low,1000,10,7,phylonet,0.3826553826553827,6,6,767.5997319302063,998.9624719302063
25,100,high,100,10,1,snaq,0.3763636363636364,26,28,2911.249112844467,4679.915624856949
25,100,high,1000,10,1,snaq,0.06454545454545454,12,20,8057.959981918335,8783.953559875488
25,100,high,1000,10,5,snaq,0.06363636363636364,18,24,5017.38415312767,5930.058871269226
25,100,high,1000,10,10,snaq,0.05500000000000001,18,22,7918.073617935181,9416.956748008728
25,1000,low,1000,10,1,snaq,0.49463636363636376,2,6,5030.904897212982,5329.378458023071
25,100,low,1000,10,1,squirrel,0.055909090909090915,10,10,14.845513977110386,14.900081407278776
25,1000,low,1000,10,1,squirrel,0.49463636363636376,28,24,15.77360276132822,15.99657066911459
50,100,low,100,10,1,phylonet,0.2802127659574468,24,26,1194.2028190791168,2585.4134490791166
50,100,low,100,10,10,phylonet,0.23680851063829786,6,10,178.7551199964447,456.1102119964447
50,100,low,100,20,1,phylonet,0.23723404255319147,22,26,11079.883132816498,14728.245180816499
50,100,low,1000,20,5,phylonet,0.04702127659574468,10,32,3088.681796969513,4762.901102969513
50,100,low,1000,20,10,phylonet,0.294398610508033,4,4,13357.617586959488,19629.54488195949
50,100,high,100,10,1,phylonet,0.43297872340425536,50,36,3117.3460319862365,6020.399857986236
50,100,high,100,20,9,phylonet,0.3572340425531915,44,54,1834.1643520394898,4985.21627203949
50,1000,low,1000,10,1,phylonet,0.4974336038165824,18,18,1485.3586400110473,1761.9583390110474
50,1000,high,1000,10,3,phylonet,0.06559574468085105,22,18,5918.823774986344,8215.973256986344
50,1000,high,1000,20,4,phylonet,0.06925531914893615,18,18,4196.237702883271,11863.311396883271
50,100,high,100,20,10,snaq,0.38765957446808513,50,44,3899.323494911194,12302.497520685196
50,100,high,1000,10,1,snaq,0.06531914893617022,48,54,2646.0793192386627,7531.712510347366
50,1000,low,100,10,2,snaq,0.21204255319148943,12,8,76.66800785064697,303.0650670528412
50,1000,high,1000,10,1,snaq,0.9148936170212766,80,112,2429.9910221099854,3780.965399980545
50,1000,high,1000,20,3,snaq,0.0667659574468085,52,30,3594.1708121299744,10217.088860273361
50,100,low,1000,10,1,squirrel,0.5148936170212766,34,26,15.152145810425282,15.759701114147902
50,1000,low,1000,10,1,squirrel,0.4974336038165824,46,42,16.003656156361103,16.749473851174116
100,100,low,1000,10,5,phylonet,0.4487628865979382,26,40,554.0147060527344,2245.090347052734
100,100,low,1000,10,6,phylonet,0.44154639175257737,10,20,165.14540683535768,731.4840728353577
100,100,low,1000,10,9,phylonet,0.5979381443298969,64,98,92.10229095799255,498.3616529579926
100,100,high,1000,10,2,phylonet,0.06402061855670102,134,80,433.84485995526126,2405.514384955261
100,100,high,1000,10,9,phylonet,0.07845360824742267,126,70,467.0462240484314,2401.498401048431
100,100,high,1000,20,7,phylonet,0.07690721649484536,120,106,89906.0103988686,183078.00611386859
100,1000,low,100,10,4,phylonet,0.26446391752577325,102,8,579.6554589535065,2175.7050769535067
100,1000,low,1000,10,2,phylonet,0.051154639175257734,4,6,581.6902070576324,1919.7249790576323
100,1000,high,1000,10,9,phylonet,0.06258762886597938,106,34,1160.232631171524,5715.426803171525
100,100,low,100,10,10,snaq,0.2214432989690721,28,30,711.7715599536896,1774.1247158050537
100,100,low,1000,20,9,snaq,0.3137561178798292,34,44,7023.914845228195,30275.10445046425
100,100,high,100,10,3,snaq,0.48649484536082477,160,106,507.67802810668945,2051.4448823928833
100,1000,high,100,10,9,snaq,0.4211134020618554,66,60,765.9603819847107,3588.265703201294
100,1000,high,1000,10,2,snaq,0.06515463917525775,24,26,778.5728840827942,3222.303498983383
25,1000,low,100,10,9,phylonet,0.19872727272727272,6,6,104.69226488645936,198.88679988645936
100,100,low,1000,10,1,squirrel,0.046597938144329894,58,60,15.464478004723787,17.542951181530952
100,1000,low,1000,10,1,squirrel,0.4455567010309274,68,56,15.8220036290586,18.09837879613042
200,100,low,100,10,1,phylonet-ml,0.20974619289340102,20,38,797.6362271472931,4898.070941147293
200,100,low,100,10,2,phylonet-ml,0.23756345177664973,192,70,1292.8129109571228,6290.050279957123
200,100,low,100,10,5,phylonet-ml,0.2123350253807107,28,56,2146.177490981354,7006.712419981354
200,100,low,100,10,8,phylonet-ml,0.21878172588832492,28,48,1528.5690960511017,6621.004239051101
200,100,low,1000,10,1,phylonet-ml,0.4467005076142132,106,148,103.71404097869873,868.0504799786987
200,100,high,100,10,3,phylonet-ml,0.49157360406091377,280,192,4336.4861500812685,25128.95619508127
200,100,high,100,10,9,phylonet-ml,0.44223350253807114,294,170,2950.785241045166,19384.089573045163
200,1000,low,100,10,8,phylonet-ml,0.5780879864636211,190,80,3895.434519115738,12719.789761115735
100,1000,low,100,10,4,phylonet-ml,0.26446391752577325,70,8,25249.710124962447,57101.19676896244
200,1000,low,1000,10,9,phylonet-ml,0.4878302746323051,118,72,1133.5003399273376,5110.986794927337
200,100,low,1000,20,5,phylonet,0.044517766497461926,18,46,6162.310867942276,27665.700784942273
200,1000,low,1000,10,10,phylonet,0.5888324873096447,154,236,177.90810581651306,1518.7489638165132
200,1000,high,100,10,6,phylonet,0.4493451776649746,198,86,621.364069074173,3973.6637440741733
200,1000,high,100,10,8,phylonet,0.4894213197969543,174,62,581.6927180954132,5589.810836095413
25,100,high,1000,10,5,phylonet-ml,0.06363636363636364,18,24,32721.796949958694,35116.12989495869
25,1000,low,1000,20,5,phylonet,0.2605787605787605,0,6,14828.624546972122,14842.041777972121
25,1000,high,1000,10,5,phylonet,0.057772727272727246,10,12,7401.676016101135,8594.722884101135
25,100,high,1000,20,3,snaq,0.05136363636363637,24,40,7392.696310043335,8885.232506990433
50,100,high,100,10,1,snaq,0.43297872340425536,52,38,2199.135344028473,3684.1666004657745
100,100,low,100,10,2,phylonet-ml,0.23463917525773195,56,26,4031.750270070969,9713.50950907097
100,100,high,1000,10,4,phylonet-ml,0.07546391752577318,124,82,2085.481618069519,7654.314706069518
100,1000,high,100,20,7,phylonet,0.3970824742268038,38,44,13230.844035945069,38893.81727494507
100,100,high,1000,20,4,snaq,0.07391752577319587,78,100,34129.54273104668,105612.9621450901
100,1000,low,1000,10,1,snaq,0.4455567010309274,4,12,1188.8261590003967,3467.3165311813354
200,100,low,100,10,3,phylonet-ml,0.24411167512690354,132,90,2900.0468659601443,13631.457921960146
200,1000,low,100,10,6,phylonet-ml,0.2190152284263959,96,34,8975.753318978866,37306.535767978865
200,1000,low,100,10,10,phylonet,0.21629949238578683,126,44,520.3953139677582,3012.9123709677583
200,1000,high,1000,10,3,phylonet,0.9375359986219591,276,68,771.3995150775756,5463.404006077575
200,1000,high,1000,10,5,phylonet,0.8890741581096911,210,48,1537.2238451393432,11126.899566139342
200,1000,high,1000,10,10,phylonet,0.906721846810437,308,58,1574.6429040260161,10112.529173026018
200,1000,high,1000,20,6,phylonet,0.949238578680203,344,608,3285.3782849773406,19319.448714977345
200,1000,high,1000,20,10,phylonet,0.9252029656199459,104,72,62713.072045946974,183465.435121947
200,1000,high,100,10,1,snaq,0.4827005076142133,246,70,1611.6972029209137,9128.548635721207
200,1000,high,1000,10,3,snaq,0.9375359986219591,126,68,1433.4974150657654,7996.432301521301
200,100,low,1000,10,1,squirrel,0.4467005076142132,132,166,14.80621936172247,16.450179528445005
200,1000,high,1000,10,2,squirrel,0.9307170853948468,362,260,77.31781762838364,81.60838132351637
200,1000,high,1000,10,3,squirrel,0.9375359986219591,380,250,73.42497595399618,77.9206307977438
200,1000,high,1000,10,4,squirrel,0.9258423240065684,334,258,65.28427502140403,70.21507837250829
200,1000,high,1000,10,7,squirrel,0.929236097250468,410,278,161.30545414611697,166.25303272902966
200,1000,high,1000,10,10,squirrel,0.906721846810437,370,212,68.66825664415956,73.69118497148156
200,1000,high,1000,20,1,squirrel,0.9154261287737109,342,314,80.40207896009088,128.4346272163093
200,1000,high,1000,20,2,squirrel,0.9405593293981751,382,348,109.0086870752275,156.66875478252769
200,1000,high,1000,20,4,squirrel,0.9359794378682349,378,338,134.5624199397862,176.3103756904602
200,1000,high,1000,20,6,squirrel,0.949238578680203,372,632,22.29503510147333,55.589766789227724
200,1000,high,1000,20,8,squirrel,0.9086132927098417,372,330,104.33633686974645,150.32264456897974
200,1000,high,1000,20,9,squirrel,0.921546121762747,366,306,117.77320631593466,168.70162385329604
200,1000,high,1000,20,10,squirrel,0.9252029656199459,364,278,86.44470700994134,132.8722598925233
25,100,low,100,10,1,phylonet-ml,0.2059090909090909,6,12,5121.610756867477,5444.672740867477
25,100,low,100,10,4,phylonet-ml,0.999090909090909,46,68,253.53431004696654,449.71743304696656
25,100,low,100,10,5,phylonet-ml,0.20045454545454547,2,10,909.3664159874726,1113.5959839874727
25,100,low,100,10,6,phylonet-ml,0.235,12,22,1180.0569909426574,1722.3282929426575
25,100,low,100,10,8,phylonet-ml,0.2277272727272727,8,6,723.0260068028259,1666.033082802826
25,100,low,1000,10,1,phylonet-ml,0.055909090909090915,2,0,673.4294020107269,792.091670010727
25,100,low,1000,10,2,phylonet-ml,0.04181818181818182,2,8,778.435294997406,1559.866591997406
25,100,low,1000,10,3,phylonet-ml,0.047272727272727286,6,6,3141.5677279965666,5134.693612996567
25,100,low,1000,10,8,phylonet-ml,0.041818181818181824,4,6,2955.0486849546205,3254.8785499546207
25,100,low,1000,10,9,phylonet-ml,0.06545454545454545,10,12,207.94267894973754,313.7000639497375
25,100,low,1000,10,10,phylonet-ml,0.06318181818181819,0,4,259.64688110675047,497.6850071067505
25,100,high,100,10,1,phylonet-ml,0.3763636363636364,22,26,29564.134483007554,40465.484532007555
25,100,high,100,10,2,phylonet-ml,0.3486363636363636,18,30,40994.38647792879,49647.056085928794
25,100,high,100,10,8,phylonet-ml,0.3500000000000001,10,16,5493.492479965988,5890.204130965989
25,100,high,1000,10,4,phylonet-ml,0.05909090909090909,14,30,8146.797655066742,14653.083091066743
25,100,high,1000,10,6,phylonet-ml,0.05954545454545455,20,22,9841.93322791855,16716.52922191855
25,1000,low,100,10,1,phylonet-ml,0.5509090909090909,6,8,965.1747638677979,2117.875972867798
25,1000,low,100,10,2,phylonet-ml,0.18209090909090905,4,6,1181.1814718410187,2329.588482841019
25,1000,low,100,10,4,phylonet-ml,0.23654545454545453,2,2,7569.691837069977,8532.497369069977
25,1000,low,100,10,7,phylonet-ml,0.19054545454545455,4,2,5975.077067036103,10015.227897036102
25,1000,low,100,10,8,phylonet-ml,0.14945454545454548,4,6,4480.439311059967,6285.275996059967
25,1000,low,100,10,9,phylonet-ml,0.19872727272727272,12,8,2152.716291045578,3212.4201210455785
25,1000,low,100,10,10,phylonet-ml,0.20027272727272727,4,2,3011.787223171341,4851.536992171341
25,1000,low,1000,10,2,phylonet-ml,0.1741741741741741,6,4,4936.603541973053,5567.277623973053
25,1000,low,1000,10,3,phylonet-ml,0.05068181818181816,4,2,12217.499827908203,18362.841379908205
25,1000,low,1000,10,4,phylonet-ml,0.047409090909090894,4,10,3068.885461922348,3583.765287922348
25,1000,low,1000,10,5,phylonet-ml,0.4308617234468938,6,6,12152.430724933974,24314.530236933977
25,1000,low,1000,10,7,phylonet-ml,0.3826553826553827,4,4,16259.894174163253,18820.07313016325
25,1000,low,1000,10,9,phylonet-ml,0.04427272727272726,4,4,2098.460996857147,4669.154870857147
25,1000,low,1000,10,10,phylonet-ml,0.13609090909090915,8,14,164.8457879468689,460.9431409468689
25,1000,high,100,10,1,phylonet-ml,0.35427272727272724,8,10,41633.23488290442,53184.07953690442
25,1000,high,100,10,5,phylonet-ml,0.9515151515151515,36,42,3581.541258863739,3761.676732863739
25,1000,high,1000,10,7,phylonet-ml,0.07545454545454547,4,6,12804.767236122467,19771.064749122466
25,1000,high,1000,10,9,phylonet-ml,0.0592272727272727,6,6,2076.2334050081176,4712.628901008118
25,100,low,100,10,1,phylonet,0.2059090909090909,4,10,417.18875099638365,529.2677839963836
25,100,low,100,10,5,phylonet,0.20045454545454547,2,10,362.3683269378204,467.3872639378204
25,100,low,100,20,4,phylonet,0.26499999999999996,2,2,6051.983429161514,6438.992248161514
25,100,low,100,20,6,phylonet,0.17818181818181816,2,10,12483.448326975433,12507.140695975433
25,100,low,100,20,7,phylonet,0.21545454545454543,2,4,2710.8143629204865,3004.546720920486
25,100,low,100,20,8,phylonet,0.1772727272727273,2,4,8896.12672396666,9001.55205396666
25,100,low,1000,10,2,phylonet,0.04181818181818182,6,12,173.8157120032196,361.26731000321956
25,100,low,1000,10,4,phylonet,0.03636363636363637,0,2,348.8191879871216,593.5946009871216
25,100,low,1000,10,5,phylonet,0.05136363636363637,0,0,433.44258297943117,746.3335289794311
25,100,low,1000,10,6,phylonet,0.48361522198731494,6,4,171.35216500454712,225.0359650045471
25,100,low,1000,10,7,phylonet,0.039999999999999994,4,10,200.11414108694458,302.2409850869446
25,100,low,1000,10,8,phylonet,0.041818181818181824,4,6,685.9676617976074,886.9607377976074
25,100,low,1000,10,9,phylonet,0.06545454545454545,10,12,91.58649516275024,155.23339916275026
25,100,low,1000,10,10,phylonet,0.06318181818181819,0,4,121.4338650127716,202.2071070127716
25,100,low,1000,20,1,phylonet,0.0640909090909091,2,6,7400.78666302948,7423.77976302948
25,100,low,1000,20,2,phylonet,0.04318181818181819,4,6,2680.5884529243162,2738.876814924316
25,100,low,1000,20,3,phylonet,0.053181818181818184,10,14,9373.80663611383,9431.58219111383
25,100,low,1000,20,4,phylonet,0.049090909090909095,4,8,4952.233811967285,5121.885154967285
25,100,low,1000,20,5,phylonet,0.03590909090909091,4,8,11307.075395832046,11358.193159832046
25,100,low,1000,20,6,phylonet,0.045,8,8,2461.1367450373536,2554.5574930373537
25,100,low,1000,20,7,phylonet,0.045909090909090906,12,12,2379.1850829680025,2695.6533229680026
25,100,low,1000,20,8,phylonet,0.04181818181818184,0,0,1932.0491030085755,2390.3765560085753
